wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,189195,37.77633477,38.81960080,0.50751171,0.62942919,1.50078816,raw_reference
1,189221,37.73006838,38.79275726,0.52229215,0.66469904,1.61751437,raw_reference
2,189177,37.76414289,38.81192743,0.54034631,0.79365079,1.57865716,raw_reference
3,189106,37.73944976,38.79658977,0.48850979,0.62269802,1.59648888,raw_reference
0,189195,37.77633265,38.82120632,0.50688359,0.62925633,1.50183951,phase_corrected
1,189221,37.73006679,38.79006489,0.52102290,0.66950643,1.61933796,phase_corrected
2,189177,37.76414715,38.81155710,0.53382677,0.77227093,1.56984847,phase_corrected
3,189106,37.73945152,38.79723355,0.48705301,0.62331070,1.60154414,phase_corrected
0,189195,37.73030698,38.77360601,1.07357050,1.02051230,1.75760843,reference_compensation_on
1,189221,37.68625473,38.74682602,1.07109012,1.02674454,1.80018420,reference_compensation_on
2,189177,37.62180833,38.65909448,1.62368381,2.49249998,3.17903946,reference_compensation_on
3,189106,37.56526752,38.59829779,1.75210621,2.64931755,3.14705023,reference_compensation_on
0,189195,37.82199303,38.86955179,1.04244701,1.00928744,1.73537211,reference_plus_or_diagnostic
1,189221,37.77355410,38.83879752,0.98985192,1.02292471,1.81353557,reference_plus_or_diagnostic
2,189177,37.90443343,38.94665097,1.57149167,2.47787692,3.07464650,reference_plus_or_diagnostic
3,189106,37.91155423,38.94665097,1.69341252,2.60350419,3.11442715,reference_plus_or_diagnostic
