phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,0.99994757,-0.00524338,0.99941753,-0.05824708,1.00215881,0.21588138,0.99994465,-0.00553536
1,0.99988197,-0.01180325,0.99946534,-0.05346630,1.00175834,0.17583386,0.99974764,-0.02523560
2,1.00006721,0.00672144,0.99939759,-0.06024141,1.00157954,0.15795366,0.99959565,-0.04043501
3,1.00018097,0.01809695,0.99943365,-0.05663450,1.00116995,0.11699503,0.99932751,-0.06724878
4,0.99995452,-0.00454819,0.99943470,-0.05652964,1.00169449,0.16944864,0.99933863,-0.06613677
5,0.99955040,-0.04496044,0.99940226,-0.05977350,1.00233113,0.23311282,0.99899634,-0.10036599
6,0.99927013,-0.07298708,0.99951811,-0.04818923,1.00241870,0.24186962,0.99814400,-0.18559983
7,0.99920529,-0.07947121,0.99972515,-0.02748484,1.00252768,0.25276755,0.99752106,-0.24789417
8,0.99903632,-0.09636838,0.99986926,-0.01307423,1.00211955,0.21195455,0.99785645,-0.21435495
9,0.99873466,-0.12653369,1.00020232,0.02023241,1.00072537,0.07253701,0.99865245,-0.13475516
10,0.99893697,-0.10630325,1.00001404,0.00140395,0.99994492,-0.00550844,0.99927726,-0.07227431
11,0.99892754,-0.10724563,1.00057227,0.05722732,0.99954452,-0.04554768,0.99967898,-0.03210216
12,0.99962314,-0.03768648,1.00138265,0.13826500,0.99862152,-0.13784809,0.99968765,-0.03123485
13,0.99947883,-0.05211744,1.00146235,0.14623465,0.99916077,-0.08392255,0.99922435,-0.07756473
14,0.99938264,-0.06173603,1.00144086,0.14408622,1.00012507,0.01250729,0.99917582,-0.08241792
15,0.99969882,-0.03011813,1.00218279,0.21827928,0.99991665,-0.00833528,0.99950868,-0.04913205
16,0.99998150,-0.00184990,1.00198078,0.19807824,0.99912833,-0.08716674,0.99985304,-0.01469647
17,0.99994855,-0.00514514,1.00175191,0.17519068,0.99924961,-0.07503885,0.99979346,-0.02065385
18,1.00024743,0.02474335,1.00147837,0.14783659,1.00078882,0.07888233,0.99971064,-0.02893578
19,1.00066440,0.06643987,1.00195870,0.19586975,1.00365565,0.36556457,0.99942883,-0.05711719
20,1.00023789,0.02378893,1.00206577,0.20657749,1.00512348,0.51234781,0.99967023,-0.03297736
21,1.00060526,0.06052559,1.00213422,0.21342180,1.00482430,0.48242974,0.99939665,-0.06033523
22,0.99994882,-0.00511791,1.00124281,0.12428106,1.00274537,0.27453736,0.99938766,-0.06123398
23,0.99987647,-0.01235328,1.00115354,0.11535362,1.00012346,0.01234644,0.99961232,-0.03876757
24,0.99984249,-0.01575098,1.00050944,0.05094405,0.99676684,-0.32331565,0.99968612,-0.03138809
25,1.00001105,0.00110484,1.00018321,0.01832120,0.99301845,-0.69815534,0.99956425,-0.04357485
26,0.99981628,-0.01837178,1.00011217,0.01121678,0.99163937,-0.83606330,1.00035905,0.03590543
27,1.00013834,0.01383390,1.00062084,0.06208382,0.99362387,-0.63761307,1.00064129,0.06412881
28,1.00074452,0.07445203,1.00057104,0.05710440,0.99601746,-0.39825386,1.00046425,0.04642471
29,1.00103757,0.10375670,1.00023601,0.02360063,0.99787945,-0.21205536,1.00026205,0.02620505
30,1.00108243,0.10824275,0.99995974,-0.00402554,0.99929296,-0.07070448,1.00024302,0.02430208
31,1.00107715,0.10771532,0.99962446,-0.03755412,1.00003836,0.00383591,1.00021383,0.02138318
32,1.00229316,0.22931554,0.99937375,-0.06262465,1.00068284,0.06828432,1.00032840,0.03284012
33,0.99964157,-0.03584327,0.99918579,-0.08142068,1.00068428,0.06842826,1.00014159,0.01415850
34,1.00086214,0.08621371,0.99926455,-0.07354523,1.00027779,0.02777918,0.99989286,-0.01071406
35,1.00118444,0.11844383,0.99952021,-0.04797923,0.99905125,-0.09487523,1.00024170,0.02417040
36,1.00026313,0.02631273,0.99871903,-0.12809722,0.99869238,-0.13076230,1.00086272,0.08627184
37,0.99956050,-0.04395028,0.99880801,-0.11919900,0.99875415,-0.12458474,1.00140721,0.14072061
38,0.99940853,-0.05914661,0.99860504,-0.13949578,0.99872096,-0.12790382,1.00158328,0.15832784
39,0.99902221,-0.09777874,0.99852461,-0.14753909,0.99870085,-0.12991519,1.00164758,0.16475823
40,0.99940079,-0.05992106,0.99820603,-0.17939681,0.99903294,-0.09670551,1.00160441,0.16044066
41,0.99980407,-0.01959338,0.99804209,-0.19579120,0.99952514,-0.04748573,1.00140787,0.14078689
42,0.99969584,-0.03041560,0.99759790,-0.24021019,0.99999689,-0.00031123,1.00135317,0.13531679
43,1.00010293,0.01029333,0.99820647,-0.17935337,1.00025374,0.02537396,1.00221174,0.22117357
44,1.00076893,0.07689281,0.99913678,-0.08632224,1.00065894,0.06589412,1.00218237,0.21823711
45,1.00055909,0.05590913,0.99935194,-0.06480572,1.00100098,0.10009834,1.00065203,0.06520253
46,1.00019711,0.01971122,0.99943864,-0.05613606,1.00189999,0.18999894,1.00038479,0.03847895
47,1.00009847,0.00984656,0.99951528,-0.04847206,1.00235410,0.23540973,1.00013449,0.01344876
