wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,207016,44.04395414,47.47042390,0.44691146,0.45566768,1.32335335,raw_reference
1,207390,43.95219057,47.36735802,0.43995474,0.46096919,1.30002051,raw_reference
2,206932,44.03544451,47.46755490,0.49371325,0.68288412,1.26845601,raw_reference
3,207273,43.95027500,47.36450147,0.43255116,0.42866503,1.20850275,raw_reference
0,207016,44.04394581,47.47697835,0.44434712,0.44924435,1.33009420,phase_corrected
1,207390,43.95218373,47.35853942,0.43146089,0.44745822,1.29316850,phase_corrected
2,206932,44.03544911,47.46443610,0.47654491,0.64756962,1.35008332,phase_corrected
3,207273,43.95027091,47.36562160,0.42864263,0.42497076,1.20189167,phase_corrected
0,207016,43.81005598,47.13001675,1.91728498,3.12376666,3.75749040,reference_compensation_on
1,207390,43.72123036,47.02560633,1.89477833,3.45495052,4.04676934,reference_compensation_on
2,206932,43.82009187,47.13708819,1.86053127,2.82558457,3.47938466,reference_compensation_on
3,207273,43.72710644,47.03546313,1.64990165,3.21102782,3.74275772,reference_compensation_on
0,207016,44.27443218,47.63453199,1.87841287,3.05110091,3.62622783,reference_plus_or_diagnostic
1,207390,44.17949803,47.50847089,1.84917368,3.35930507,3.92526240,reference_plus_or_diagnostic
2,206932,44.24727971,47.59988869,1.82561665,2.78602494,3.30690682,reference_plus_or_diagnostic
3,207273,44.16945194,47.51350051,1.58655897,3.12435290,3.63923857,reference_plus_or_diagnostic
