wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,203043,35.13049220,28.70922116,0.54401443,0.63774524,2.32996524,raw_reference
1,203204,35.07547650,28.66939823,0.54444873,0.63682296,2.23882783,raw_reference
2,202864,35.08678321,28.66835171,0.57930643,0.75376260,2.33573717,raw_reference
3,203003,35.02564018,28.62446838,0.52559410,0.55391465,2.24980837,raw_reference
0,203043,35.13048715,28.70791983,0.54052630,0.63771525,2.33122543,phase_corrected
1,203204,35.07546341,28.66864593,0.53933858,0.62762727,2.24095940,phase_corrected
2,202864,35.08677138,28.67112523,0.55507645,0.66136160,2.30435661,phase_corrected
3,203003,35.02563618,28.62463382,0.52296930,0.55357060,2.23684203,phase_corrected
0,203043,34.94660467,28.54021452,1.90744647,2.99428546,3.83867503,reference_compensation_on
1,203204,34.92548500,28.52777463,1.73551461,2.65886836,3.64024220,reference_compensation_on
2,202864,34.93667823,28.52466635,1.69254579,3.03411165,3.93958205,reference_compensation_on
3,203003,34.89121018,28.48328728,1.53891465,2.48156654,3.23048190,reference_compensation_on
0,203043,35.31207059,28.84206101,1.80009114,2.90438921,3.56630627,reference_plus_or_diagnostic
1,203204,35.22337875,28.76126214,1.60713448,2.57835936,3.34598397,reference_plus_or_diagnostic
2,202864,35.23497190,28.77232529,1.58445905,2.94282163,3.65294545,reference_plus_or_diagnostic
3,203003,35.15921807,28.73127610,1.46270690,2.39364308,2.97859152,reference_plus_or_diagnostic
