phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,1.00058483,0.05848270,0.99994910,-0.00509049,1.00257209,0.25720929,0.99940934,-0.05906645
1,0.99990696,-0.00930382,1.00020356,0.02035599,1.00157098,0.15709842,0.99921118,-0.07888160
2,1.00094591,0.09459064,0.99999518,-0.00048158,1.00063213,0.06321255,0.99942441,-0.05755873
3,1.00066741,0.06674139,1.00063465,0.06346491,1.00009301,0.00930148,0.99967174,-0.03282554
4,0.99973116,-0.02688390,1.00141269,0.14126891,0.99900114,-0.09988648,0.99999469,-0.00053146
5,0.99950898,-0.04910209,1.00139415,0.13941515,0.99869266,-0.13073393,0.99977303,-0.02269666
6,0.99928728,-0.07127187,1.00143315,0.14331454,0.99963507,-0.03649305,0.99963822,-0.03617827
7,0.99940678,-0.05932195,1.00226335,0.22633521,1.00012215,0.01221497,0.99956015,-0.04398517
8,0.99961135,-0.03886506,1.00214507,0.21450715,0.99940303,-0.05969746,0.99964972,-0.03502767
9,0.99947994,-0.05200598,1.00190191,0.19019092,0.99924245,-0.07575525,0.99961887,-0.03811297
10,0.99935370,-0.06463043,1.00161232,0.16123220,0.99987872,-0.01212765,0.99959232,-0.04076772
11,0.99974621,-0.02537902,1.00197289,0.19728892,1.00201470,0.20146961,0.99986078,-0.01392235
12,0.99976763,-0.02323749,1.00192654,0.19265372,1.00395518,0.39551846,0.99961111,-0.03888905
13,0.99958825,-0.04117514,1.00184727,0.18472651,1.00470276,0.47027559,0.99995862,-0.00413809
14,0.99921139,-0.07886113,1.00114345,0.11434491,1.00271661,0.27166145,1.00036325,0.03632457
15,0.99917426,-0.08257407,1.00109001,0.10900074,1.00055634,0.05563392,1.00062243,0.06224341
16,0.99910103,-0.08989720,1.00046665,0.04666510,0.99761169,-0.23883136,1.00014417,0.01441662
17,0.99896404,-0.10359621,1.00008742,0.00874160,0.99496989,-0.50301115,1.00025154,0.02515394
18,0.99909596,-0.09040362,0.99995208,-0.00479172,0.99247974,-0.75202608,1.00017290,0.01728978
19,0.99913591,-0.08640916,1.00044657,0.04465678,0.99415096,-0.58490352,1.00030748,0.03074785
20,0.99875779,-0.12422100,1.00018212,0.01821201,0.99733790,-0.26621014,1.00016389,0.01638946
21,0.99858880,-0.14112045,0.99974989,-0.02501149,0.99830605,-0.16939501,1.00020863,0.02086255
22,0.99885118,-0.11488223,0.99947239,-0.05276058,0.99895419,-0.10458118,1.00017252,0.01725155
23,0.99891557,-0.10844311,0.99914714,-0.08528574,0.99983926,-0.01607429,1.00062090,0.06208985
24,0.99891877,-0.10812323,0.99902425,-0.09757451,0.99980831,-0.01916865,1.00116339,0.11633942
25,0.99926823,-0.07317739,0.99894684,-0.10531576,1.00032884,0.03288402,1.00147212,0.14721233
26,0.99924869,-0.07513099,0.99913127,-0.08687294,1.00008584,0.00858362,1.00148881,0.14888139
27,0.99985260,-0.01474030,0.99940405,-0.05959460,0.99965469,-0.03453130,1.00129374,0.12937370
28,1.00003580,0.00358009,0.99840147,-0.15985313,0.99860075,-0.13992512,1.00104440,0.10443973
29,0.99976605,-0.02339475,0.99865291,-0.13470912,0.99914503,-0.08549665,1.00141565,0.14156508
30,0.99989523,-0.01047696,0.99840602,-0.15939813,0.99909663,-0.09033728,1.00121910,0.12191037
31,1.00025553,0.02555321,0.99840852,-0.15914801,0.99905000,-0.09499999,1.00229547,0.22954718
32,1.00026265,0.02626531,0.99828090,-0.17190974,0.99917865,-0.08213486,1.00092143,0.09214316
33,1.00030273,0.03027296,0.99816335,-0.18366512,0.99966846,-0.03315403,0.99989771,-0.01022921
34,1.00070948,0.07094845,0.99778402,-0.22159778,1.00023641,0.02364111,0.99997123,-0.00287663
35,1.00073771,0.07377130,0.99854563,-0.14543681,1.00023284,0.02328433,0.99983423,-0.01657672
36,1.00099487,0.09948698,0.99941073,-0.05892665,1.00043170,0.04317002,0.99997428,-0.00257236
37,1.00103010,0.10301023,0.99942741,-0.05725916,1.00042196,0.04219604,0.99969902,-0.03009819
38,1.00086799,0.08679880,0.99943282,-0.05671795,1.00101656,0.10165579,0.99964905,-0.03509476
39,1.00105580,0.10558000,0.99956291,-0.04370877,1.00147279,0.14727936,0.99936995,-0.06300513
40,1.00125451,0.12545082,0.99962049,-0.03795070,1.00176218,0.17621792,0.99934586,-0.06541408
41,1.00105830,0.10582951,0.99978766,-0.02123403,1.00132869,0.13286934,0.99863961,-0.13603943
42,1.00078773,0.07877335,0.99982943,-0.01705700,1.00115637,0.11563686,0.99808369,-0.19163081
43,1.00101799,0.10179947,0.99989396,-0.01060360,1.00092043,0.09204320,0.99790026,-0.20997416
44,1.00137465,0.13746507,0.99985417,-0.01458333,1.00130336,0.13033582,0.99868560,-0.13144047
45,1.00116658,0.11665771,0.99979048,-0.02095231,1.00174393,0.17439273,0.99915175,-0.08482532
46,1.00083221,0.08322144,0.99981597,-0.01840293,1.00238992,0.23899213,0.99971061,-0.02893907
47,1.00192349,0.19234912,0.99999518,-0.00048158,1.00252696,0.25269640,0.99977116,-0.02288384
