phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,1.00015629,0.01562941,0.99939009,-0.06099114,1.00184980,0.18498029,1.00139302,0.13930195
1,0.99990319,-0.00968127,0.99946002,-0.05399806,1.00155533,0.15553330,1.00183700,0.18370050
2,0.99997438,-0.00256173,0.99938846,-0.06115369,1.00110225,0.11022455,1.00187359,0.18735908
3,1.00033843,0.03384255,0.99945306,-0.05469391,1.00141281,0.14128067,1.00159307,0.15930741
4,1.00025911,0.02591052,0.99932892,-0.06710774,1.00206161,0.20616093,1.00124137,0.12413691
5,1.00022028,0.02202798,0.99931546,-0.06845387,1.00284150,0.28414970,1.00127247,0.12724700
6,1.00053137,0.05313730,0.99945097,-0.05490269,1.00249775,0.24977459,1.00102826,0.10282557
7,1.00034004,0.03400438,0.99966650,-0.03335045,1.00226504,0.22650430,1.00226561,0.22656128
8,1.00015446,0.01544608,0.99971146,-0.02885364,1.00097962,0.09796231,1.00123454,0.12345375
9,0.99983565,-0.01643510,0.99992306,-0.00769449,0.99994624,-0.00537584,1.00010103,0.01010310
10,0.99933346,-0.06665391,0.99966566,-0.03343427,0.99957395,-0.04260461,1.00002362,0.00236187
11,0.99947229,-0.05277059,1.00019479,0.01947919,0.99887358,-0.11264160,0.99997754,-0.00224647
12,0.99980906,-0.01909364,1.00118219,0.11821928,0.99878216,-0.12178368,1.00024558,0.02455834
13,0.99992461,-0.00753867,1.00132290,0.13229047,0.99995950,-0.00404975,1.00003271,0.00327058
14,0.99994606,-0.00539374,1.00125514,0.12551391,1.00075645,0.07564534,0.99996048,-0.00395165
15,1.00060814,0.06081391,1.00203349,0.20334853,1.00014104,0.01410403,0.99965402,-0.03459763
16,1.00113408,0.11340771,1.00180286,0.18028592,0.99977896,-0.02210392,0.99945532,-0.05446827
17,1.00119183,0.11918342,1.00159935,0.15993505,1.00029410,0.02940954,0.99839165,-0.16083489
18,1.00092916,0.09291613,1.00131820,0.13182000,1.00262784,0.26278430,0.99746213,-0.25378669
19,1.00196082,0.19608235,1.00177741,0.17774113,1.00487094,0.48709410,0.99704481,-0.29551919
20,1.00048749,0.04874909,1.00176570,0.17656953,1.00554129,0.55412881,0.99794365,-0.20563460
21,0.99949395,-0.05060517,1.00175606,0.17560635,1.00351943,0.35194343,0.99859836,-0.14016352
22,1.00075007,0.07500715,1.00099765,0.09976540,1.00091385,0.09138470,0.99934409,-0.06559133
23,1.00068563,0.06856297,1.00078730,0.07873036,0.99720749,-0.27925090,0.99946899,-0.05310069
24,0.99963127,-0.03687289,1.00025946,0.02594596,0.99366489,-0.63351085,0.99921169,-0.07883089
25,0.99924270,-0.07573003,1.00009232,0.00923153,0.99087090,-0.91290959,0.99883389,-0.11661112
26,0.99904009,-0.09599137,1.00019093,0.01909257,0.99185395,-0.81460527,0.99903669,-0.09633150
27,0.99934946,-0.06505378,1.00066142,0.06614172,0.99499854,-0.50014625,0.99943095,-0.05690504
28,0.99990947,-0.00905289,1.00069806,0.06980553,0.99743878,-0.25612246,0.99986280,-0.01372047
29,1.00016229,0.01622892,1.00037734,0.03773400,0.99917473,-0.08252674,0.99971243,-0.02875737
30,1.00025809,0.02580894,1.00009394,0.00939359,1.00038325,0.03832469,0.99956059,-0.04394101
31,1.00072345,0.07234532,0.99966499,-0.03350145,1.00044381,0.04438114,0.99955452,-0.04454815
32,1.00073177,0.07317653,0.99929167,-0.07083341,1.00048237,0.04823705,0.99978225,-0.02177469
33,1.00035935,0.03593486,0.99915019,-0.08498118,0.99979618,-0.02038157,0.99987163,-0.01283709
34,0.99995851,-0.00414855,0.99929139,-0.07086088,0.99894939,-0.10506072,0.99990213,-0.00978693
35,0.99990090,-0.00991002,0.99974208,-0.02579187,0.99757718,-0.24228197,1.00033644,0.03364377
36,0.99974659,-0.02534116,0.99891040,-0.10895962,0.99800229,-0.19977111,1.00016796,0.01679614
37,0.99965108,-0.03489223,0.99912772,-0.08722753,0.99839008,-0.16099156,1.00041104,0.04110406
38,0.99995515,-0.00448460,0.99893655,-0.10634495,0.99883781,-0.11621940,1.00083802,0.08380203
39,1.00006446,0.00644635,0.99883771,-0.11622921,0.99926684,-0.07331567,1.00107151,0.10715117
40,0.99960171,-0.03982902,0.99854290,-0.14570990,0.99996037,-0.00396254,1.00043949,0.04394882
41,0.99921188,-0.07881242,0.99833337,-0.16666309,1.00064714,0.06471395,1.00017199,0.01719877
42,0.99916874,-0.08312586,0.99791349,-0.20865099,1.00091439,0.09143944,0.99988056,-0.01194379
43,0.99906154,-0.09384585,0.99857324,-0.14267641,1.00120370,0.12037024,1.00003716,0.00371624
44,0.99889579,-0.11042064,0.99964986,-0.03501404,1.00125834,0.12583418,0.99998786,-0.00121407
45,0.99901565,-0.09843534,0.99981027,-0.01897268,1.00178616,0.17861634,0.99988448,-0.01155184
46,0.99915678,-0.08432204,0.99970455,-0.02954509,1.00229622,0.22962218,0.99992060,-0.00793989
47,0.99976341,-0.02365937,0.99959946,-0.04005377,1.00245012,0.24501189,1.00065040,0.06504044
