wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,114380,47.00685154,51.24278485,0.37115536,0.39913820,1.04793663,raw_reference
1,114409,46.94663376,51.20269662,0.38924399,0.44126191,1.15769479,raw_reference
2,114325,46.94560446,51.15767226,0.44341194,0.70400252,1.15221587,raw_reference
3,114279,46.90542231,51.11272702,0.39058199,0.40118153,1.03997955,raw_reference
0,114380,47.00683775,51.24240880,0.36855082,0.39581733,1.05286433,phase_corrected
1,114409,46.94664031,51.20200983,0.38023913,0.42968333,1.17075522,phase_corrected
2,114325,46.94554551,51.15329862,0.39656141,0.52693631,1.19494229,phase_corrected
3,114279,46.90539709,51.11128484,0.38265443,0.39090751,1.04425509,phase_corrected
0,114380,47.04933871,51.29800878,1.27778516,0.88805954,1.35499040,reference_compensation_on
1,114409,47.02759445,51.28795921,1.37034932,1.40902610,2.15279736,reference_compensation_on
2,114325,46.98598915,51.20269662,1.32266914,1.14441051,1.56343529,reference_compensation_on
3,114279,46.97510616,51.19769000,1.31992235,1.10207900,1.51660072,reference_compensation_on
0,114380,46.96387552,51.19268436,1.26276207,0.88929531,1.34873641,reference_plus_or_diagnostic
1,114409,46.86468957,51.09277670,1.35196915,1.42161961,2.17366140,reference_plus_or_diagnostic
2,114325,46.90477054,51.10274991,1.30904629,1.13504071,1.72100870,reference_plus_or_diagnostic
3,114279,46.83538958,51.03301906,1.30638287,1.11799940,1.55901464,reference_plus_or_diagnostic
