wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,118830,40.20718695,41.75428833,1.58439654,0.77384407,2.86658434,raw_reference
1,118957,40.14986860,41.65463609,1.89889909,0.77959290,2.62583237,raw_reference
2,118737,40.14669576,41.73099351,1.71094002,0.81609224,2.59702941,raw_reference
3,118813,40.09900855,41.60829431,1.72471171,0.63504039,2.39253966,raw_reference
0,118830,40.20718278,41.75247027,1.58477264,0.77400870,2.87155435,phase_corrected
1,118957,40.14987089,41.65713699,1.89886302,0.78054529,2.63229355,phase_corrected
2,118737,40.14669388,41.72544502,1.70959763,0.79794855,2.58853805,phase_corrected
3,118813,40.09900922,41.61033570,1.72463423,0.63316223,2.40569149,phase_corrected
0,118830,40.08947377,41.70108120,2.17199087,2.03985099,3.31291374,reference_compensation_on
1,118957,40.03822797,41.57745704,2.40214718,1.95373992,3.20118516,reference_compensation_on
2,118737,39.98873756,41.63917736,2.37812236,2.59430754,3.78457123,reference_compensation_on
3,118813,39.94216469,41.52250401,2.37852306,2.47498644,3.26397271,reference_compensation_on
0,118830,40.32350580,41.93710825,2.11029879,1.99104306,3.33009916,reference_plus_or_diagnostic
1,118957,40.26032757,41.80318093,2.33826330,1.90657303,3.06180030,reference_plus_or_diagnostic
2,118737,40.30297419,41.94158728,2.32370862,2.50870641,3.53778746,reference_plus_or_diagnostic
3,118813,40.25436234,41.81430886,2.31400695,2.41320050,3.26921975,reference_plus_or_diagnostic
