phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,1.00029532,0.02953206,1.00025068,0.02506785,0.99939294,-0.06070576,0.99984060,-0.01594004
1,1.00030997,0.03099702,1.00032833,0.03283277,0.99969802,-0.03019847,0.99983741,-0.01625863
2,1.00038007,0.03800699,1.00016564,0.01656444,1.00027734,0.02773437,0.99985690,-0.01430995
3,1.00065128,0.06512797,1.00003397,0.00339737,1.00051393,0.05139311,0.99988771,-0.01122882
4,1.00054515,0.05451545,0.99992468,-0.00753171,1.00026351,0.02635057,0.99974151,-0.02584867
5,1.00000971,0.00097084,0.99972887,-0.02711287,1.00008995,0.00899460,0.99982579,-0.01742129
6,1.00009895,0.00989520,0.99982280,-0.01772038,1.00011190,0.01118996,1.00005215,0.00521523
7,1.00027860,0.02786005,0.99987841,-0.01215938,1.00034994,0.03499390,1.00029359,0.02935877
8,1.00000971,0.00097084,1.00014381,0.01438076,1.00045508,0.04550823,1.00022145,0.02214478
9,0.99976997,-0.02300308,1.00016825,0.01682456,1.00043529,0.04352875,1.00050745,0.05074481
10,0.99972961,-0.02703882,0.99998809,-0.00119066,1.00051487,0.05148725,1.00041164,0.04116443
11,0.99971897,-0.02810305,0.99975693,-0.02430741,1.00045169,0.04516924,1.00017506,0.01750596
12,0.99994950,-0.00505005,0.99978283,-0.02171701,1.00009235,0.00923498,1.00012002,0.01200202
13,1.00014496,0.01449606,0.99979342,-0.02065756,1.00032474,0.03247411,1.00017287,0.01728712
14,1.00026843,0.02684310,0.99963704,-0.03629558,1.00051022,0.05102217,1.00044355,0.04435480
15,1.00025750,0.02575004,0.99956705,-0.04329501,1.00004755,0.00475515,1.00023667,0.02366654
16,1.00026832,0.02683179,0.99942604,-0.05739605,0.99996175,-0.00382541,0.99986238,-0.01376188
17,1.00020216,0.02021626,0.99961664,-0.03833572,0.99997866,-0.00213362,0.99991652,-0.00834790
18,0.99959986,-0.04001411,0.99969384,-0.03061638,0.99960615,-0.03938458,1.00019864,0.01986427
19,0.99985711,-0.01428949,0.99986416,-0.01358384,0.99989715,-0.01028497,1.00041399,0.04139868
20,1.00003340,0.00334014,0.99989056,-0.01094372,1.00030948,0.03094815,1.00030005,0.03000505
21,0.99989144,-0.01085623,0.99977191,-0.02280885,1.00038858,0.03885839,1.00021009,0.02100875
22,0.99994291,-0.00570880,0.99968640,-0.03135980,0.99999016,-0.00098409,1.00011947,0.01194683
23,1.00011218,0.01121789,0.99974586,-0.02541420,0.99986648,-0.01335227,1.00014848,0.01484765
24,0.99994902,-0.00509828,0.99997702,-0.00229769,1.00054239,0.05423888,0.99986900,-0.01310049
25,0.99987770,-0.01222991,0.99997969,-0.00203052,1.00149751,0.14975133,0.99987572,-0.01242822
26,1.00005872,0.00587165,0.99990985,-0.00901479,1.00134873,0.13487311,1.00014805,0.01480495
27,1.00002536,0.00253612,0.99982470,-0.01752987,1.00113840,0.11383980,0.99999250,-0.00075029
28,0.99980383,-0.01961703,0.99977225,-0.02277477,1.00061854,0.06185389,0.99997430,-0.00257000
29,0.99956781,-0.04321872,0.99994980,-0.00502014,0.99965988,-0.03401196,1.00023008,0.02300789
30,0.99969230,-0.03077007,1.00012918,0.01291834,0.99852679,-0.14732108,1.00031284,0.03128377
31,0.99988402,-0.01159810,1.00024991,0.02499101,0.99834169,-0.16583101,0.99997727,-0.00227291
32,0.99976832,-0.02316816,1.00029349,0.02934885,0.99871322,-0.12867833,0.99981109,-0.01889088
33,0.99970728,-0.02927200,1.00021387,0.02138680,0.99883353,-0.11664657,0.99972316,-0.02768373
34,0.99974451,-0.02554866,1.00033509,0.03350937,0.99899077,-0.10092296,0.99988779,-0.01122133
35,1.00008241,0.00824130,1.00013916,0.01391645,0.99969256,-0.03074354,0.99978877,-0.02112329
36,1.00026602,0.02660218,1.00020281,0.02028098,1.00050603,0.05060291,0.99945142,-0.05485843
37,1.00031199,0.03119853,1.00013747,0.01374694,1.00115098,0.11509820,0.99920319,-0.07968119
38,1.00032824,0.03282437,1.00036821,0.03682113,1.00114897,0.11489703,0.99937539,-0.06246098
39,1.00053730,0.05373048,1.00026969,0.02696920,1.00074693,0.07469264,0.99964378,-0.03562239
40,0.99999162,-0.00083838,1.00050905,0.05090489,1.00045746,0.04574562,0.99999722,-0.00027771
41,0.99994607,-0.00539338,1.00048237,0.04823684,1.00010242,0.01024203,1.00010478,0.01047841
42,0.99985791,-0.01420863,1.00043969,0.04396890,0.99948798,-0.05120172,1.00018957,0.01895734
43,0.99933728,-0.06627235,1.00015246,0.01524609,0.99929297,-0.07070349,0.99995498,-0.00450197
44,0.99953214,-0.04678554,0.99985392,-0.01460828,0.99919019,-0.08098115,0.99974428,-0.02557173
45,0.99977121,-0.02287866,0.99996904,-0.00309627,0.99880485,-0.11951454,0.99978009,-0.02199109
46,0.99974257,-0.02574273,1.00007893,0.00789268,0.99865052,-0.13494845,1.00017031,0.01703064
47,0.99989128,-0.01087208,1.00009612,0.00961219,0.99902896,-0.09710440,1.00000045,0.00004511
