phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,0.99992255,-0.00774490,0.99962942,-0.03705757,1.00056354,0.05635378,1.00062146,0.06214613
1,0.99974254,-0.02574618,1.00074225,0.07422504,0.99908857,-0.09114341,1.00007588,0.00758794
2,0.99945920,-0.05407968,1.00224832,0.22483244,0.99945604,-0.05439625,0.99927503,-0.07249693
3,1.00020497,0.02049745,1.00169772,0.16977236,1.00188166,0.18816625,0.99872549,-0.12745087
4,1.00085026,0.08502564,1.00092633,0.09263318,1.00550249,0.55024906,0.99936698,-0.06330165
5,1.00073391,0.07339089,1.00182437,0.18243727,1.00590123,0.59012298,1.00016123,0.01612304
6,1.00033493,0.03349288,1.00151022,0.15102210,1.00397593,0.39759327,1.00051471,0.05147149
7,1.00098115,0.09811502,1.00130513,0.13051333,1.00030255,0.03025508,0.99970760,-0.02923974
8,1.00136977,0.13697650,1.00095490,0.09548999,0.99724332,-0.27566793,0.99921584,-0.07841577
9,1.00122473,0.12247314,1.00187695,0.18769463,0.99441321,-0.55867932,0.99924431,-0.07556902
10,1.00070408,0.07040837,1.00198695,0.19869520,0.99154804,-0.84519604,0.99962908,-0.03709249
11,1.00238840,0.23883978,1.00196460,0.19645995,0.99199971,-0.80002944,0.99965488,-0.03451174
12,0.99990779,-0.00922083,1.00092282,0.09228214,0.99714621,-0.28537943,0.99970434,-0.02956558
13,0.99906859,-0.09314145,1.00112118,0.11211790,1.00001561,0.00156063,1.00026627,0.02662723
14,1.00201165,0.20116468,1.00077797,0.07779745,1.00031072,0.03107214,0.99980732,-0.01926761
15,1.00164803,0.16480258,1.00064854,0.06485370,1.00016411,0.01641141,1.00019944,0.01994364
16,0.99966211,-0.03378934,1.00066527,0.06652701,0.99964871,-0.03512875,1.00081440,0.08143971
17,0.99929842,-0.07015837,1.00137549,0.13754859,0.99974404,-0.02559574,1.00095658,0.09565789
18,0.99929121,-0.07087858,1.00113346,0.11334551,0.99958544,-0.04145610,0.99971251,-0.02874930
19,1.00000869,0.00086906,1.00020964,0.02096442,0.99931284,-0.06871575,0.99972288,-0.02771235
20,1.00083922,0.08392223,0.99977682,-0.02231841,0.99791368,-0.20863193,0.99988128,-0.01187237
21,1.00074349,0.07434942,0.99925090,-0.07490953,0.99839723,-0.16027682,1.00040219,0.04021909
22,1.00015616,0.01561592,0.99905443,-0.09455693,0.99955337,-0.04466296,1.00002450,0.00245034
23,1.00048277,0.04827713,0.99920150,-0.07985008,0.99964568,-0.03543185,0.99984342,-0.01565761
24,1.00024977,0.02497659,0.99961921,-0.03807931,0.99925030,-0.07497040,0.99997550,-0.00244954
25,0.99987700,-0.01230014,1.00021512,0.02151159,0.99962346,-0.03765421,1.00088436,0.08843623
26,0.99957417,-0.04258275,0.99860571,-0.13942942,1.00024046,0.02404574,1.00143967,0.14396688
27,0.99985509,-0.01449118,0.99892181,-0.10781946,1.00065367,0.06536722,1.00165606,0.16560590
28,0.99987351,-0.01264915,0.99854076,-0.14592368,1.00028965,0.02896495,1.00148188,0.14818790
29,0.99995256,-0.00474413,0.99827222,-0.17277833,1.00027303,0.02730282,1.00106005,0.10600465
30,1.00044204,0.04420380,0.99775161,-0.22483918,1.00017417,0.01741678,1.00068479,0.06847909
31,1.00027621,0.02762082,0.99757625,-0.24237521,1.00138129,0.13812869,1.00114675,0.11467539
32,0.99924344,-0.07565644,0.99723863,-0.27613729,1.00196975,0.19697525,1.00117919,0.11791921
33,0.99874498,-0.12550210,0.99874330,-0.12566968,1.00182475,0.18247467,1.00324586,0.32458562
34,0.99897489,-0.10251072,1.00033644,0.03364396,1.00108426,0.10842585,1.00087103,0.08710311
35,0.99888015,-0.11198461,0.99980006,-0.01999417,1.00047383,0.04738298,0.99904141,-0.09585891
36,0.99857632,-0.14236774,0.99879911,-0.12008853,1.00001737,0.00173693,0.99945860,-0.05413959
37,0.99888342,-0.11165794,0.99830515,-0.16948507,1.00197628,0.19762790,0.99972828,-0.02717221
38,0.99896067,-0.10393274,0.99830818,-0.16918186,1.00320740,0.32074016,1.00002715,0.00271465
39,0.99955313,-0.04468677,0.99915673,-0.08432677,1.00227405,0.22740459,0.99944326,-0.05567420
40,0.99968042,-0.03195823,0.99959525,-0.04047538,1.00194938,0.19493752,0.99945401,-0.05459909
41,0.99901797,-0.09820275,0.99988351,-0.01164904,1.00122256,0.12225595,0.99924786,-0.07521442
42,0.99910904,-0.08909619,0.99987483,-0.01251655,0.99950179,-0.04982131,0.99935669,-0.06433149
43,0.99955718,-0.04428226,0.99994276,-0.00572401,0.99936293,-0.06370731,0.99813826,-0.18617385
44,0.99946723,-0.05327683,1.00002618,0.00261803,0.99979845,-0.02015510,0.99745606,-0.25439379
45,0.99967749,-0.03225104,0.99996551,-0.00344866,0.99871244,-0.12875644,0.99769327,-0.23067260
46,1.00042675,0.04267531,0.99971310,-0.02868953,0.99992851,-0.00714867,0.99951271,-0.04872864
47,1.00011196,0.01119584,1.00000338,0.00033787,1.00149633,0.14963257,1.00028966,0.02896623
