wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,168114,45.91823225,47.76925240,0.66407105,0.69415981,1.97712453,raw_reference
1,168069,45.89015929,47.72571102,0.68398487,0.79509614,2.18184797,raw_reference
2,168095,45.90072833,47.75037472,0.71960319,0.87646668,2.30341740,raw_reference
3,168000,45.89019195,47.72136125,0.69712557,0.79935628,2.33992218,raw_reference
0,168114,45.91823282,47.77027404,0.66393896,0.69493233,1.98764094,phase_corrected
1,168069,45.89015656,47.72377857,0.68306015,0.79095929,2.18366938,phase_corrected
2,168095,45.90074455,47.75050054,0.71656713,0.87166453,2.30290914,phase_corrected
3,168000,45.89019060,47.72169209,0.69698456,0.79744120,2.33430172,phase_corrected
0,168114,45.91881732,47.76489469,0.67778286,0.73333094,2.06428099,reference_compensation_on
1,168069,45.71497958,47.59556182,1.63451560,2.21512308,3.01912809,reference_compensation_on
2,168095,45.81549418,47.67790708,1.32295118,1.41793744,2.57252141,reference_compensation_on
3,168000,45.68689361,47.57393927,1.77488157,2.63895209,3.43405515,reference_compensation_on
0,168114,45.91753625,47.76779974,0.67896988,0.72959099,2.04673408,reference_plus_or_diagnostic
1,168069,46.06362291,47.94860582,1.55696738,2.18585011,3.08666303,reference_plus_or_diagnostic
2,168095,45.98507180,47.84782743,1.24999473,1.44205831,2.62881710,reference_plus_or_diagnostic
3,168000,46.08996080,47.97203539,1.68052778,2.57884281,3.37586577,reference_plus_or_diagnostic
