wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,198452,64.29640867,68.00690664,0.38285744,0.35607067,0.94854337,raw_reference
1,196951,63.60582699,67.20271784,3.89267895,0.44379503,3.44563776,raw_reference
2,198410,64.15436871,67.87994913,0.44142513,0.59917026,0.95894151,raw_reference
3,197978,63.99149426,67.69506666,1.96417180,0.35315928,0.97196643,raw_reference
0,198452,64.29640832,68.01669173,0.38191588,0.35285413,0.94583057,phase_corrected
1,196951,63.60582498,67.19184457,3.89128103,0.45472400,3.42273528,phase_corrected
2,198410,64.15436978,67.88230976,0.41811337,0.54536757,0.97302332,phase_corrected
3,197978,63.99148983,67.70155434,1.96366204,0.37098095,0.97084794,phase_corrected
0,198452,64.27339671,67.98571409,0.96489876,0.48053553,1.05259578,reference_compensation_on
1,196951,63.60500528,67.19696812,3.98843722,0.57675037,3.53521826,reference_compensation_on
2,198410,64.14273515,67.86587199,0.99928661,0.70815879,1.13368126,reference_compensation_on
3,197978,63.98316635,67.68339912,2.16694274,0.79053987,1.38172422,reference_compensation_on
0,198452,64.31896992,68.02222061,0.92216024,0.48029530,1.04521712,reference_plus_or_diagnostic
1,196951,63.60616623,67.20386790,3.98196975,0.57852952,3.91040065,reference_plus_or_diagnostic
2,198410,64.16555571,67.88698989,0.95948635,0.71330543,1.12555437,reference_plus_or_diagnostic
3,197978,63.99779540,67.70440359,2.16114023,0.78950029,1.38845938,reference_plus_or_diagnostic
