phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,0.99911175,-0.08882505,1.00002545,0.00254510,0.99880076,-0.11992416,0.99874419,-0.12558083
1,0.99913402,-0.08659826,1.00038137,0.03813657,0.99873492,-0.12650806,0.99879052,-0.12094802
2,0.99942644,-0.05735599,1.00116673,0.11667332,0.99866225,-0.13377536,0.99888815,-0.11118466
3,0.99997823,-0.00217715,1.00078709,0.07870885,0.99865656,-0.13434413,0.99931341,-0.06865889
4,1.00008498,0.00849787,1.00164809,0.16480909,0.99886697,-0.11330284,0.99945239,-0.05476098
5,1.00011156,0.01115620,1.00187160,0.18715968,0.99907891,-0.09210898,0.99945164,-0.05483609
6,1.00017407,0.01740671,1.00198794,0.19879363,0.99946234,-0.05376650,0.99936715,-0.06328471
7,1.00019729,0.01972930,1.00158766,0.15876618,0.99979936,-0.02006429,0.99951899,-0.04810090
8,1.00017113,0.01711294,1.00189020,0.18901965,1.00055842,0.05584172,0.99966634,-0.03336618
9,1.00045750,0.04575011,1.00192348,0.19234784,1.00126023,0.12602271,0.99979973,-0.02002674
10,1.00026594,0.02659426,1.00224643,0.22464274,1.00171568,0.17156848,0.99974078,-0.02592199
11,1.00037323,0.03732340,1.00178355,0.17835528,1.00152954,0.15295404,0.99973353,-0.02664722
12,1.00023052,0.02305192,1.00132681,0.13268088,1.00143562,0.14356192,0.99963463,-0.03653722
13,0.99997688,-0.00231184,1.00088310,0.08831024,1.00116830,0.11683012,0.99960212,-0.03978813
14,0.99987832,-0.01216800,1.00001887,0.00188682,1.00141420,0.14141956,0.99946102,-0.05389774
15,0.99979100,-0.02090035,0.99994272,-0.00572801,1.00180474,0.18047358,0.99933355,-0.06664517
16,0.99955500,-0.04449998,0.99973390,-0.02660953,1.00245307,0.24530709,0.99933886,-0.06611443
17,0.99973182,-0.02681757,1.00008989,0.00898867,1.00252071,0.25207120,0.99903078,-0.09692248
18,0.99970415,-0.02958491,0.99977441,-0.02255913,1.00272653,0.27265297,0.99894585,-0.10541500
19,1.00010330,0.01032984,0.99963934,-0.03606588,1.00206669,0.20666868,0.99899594,-0.10040637
20,1.00001545,0.00154467,0.99950462,-0.04953848,1.00136806,0.13680561,0.99930171,-0.06982902
21,1.00000319,0.00031918,0.99919227,-0.08077259,1.00097508,0.09750806,0.99944281,-0.05571879
22,1.00011773,0.01177261,0.99926751,-0.07324884,1.00034238,0.03423828,0.99975861,-0.02413920
23,1.00020108,0.02010816,0.99899231,-0.10076870,1.00001562,0.00156196,0.99988073,-0.01192701
24,1.00013278,0.01327781,0.99931528,-0.06847220,1.00043379,0.04337905,1.00007280,0.00728044
25,1.00032788,0.03278756,0.99912340,-0.08765955,1.00076932,0.07693247,1.00006255,0.00625464
26,1.00062421,0.06242073,0.99882157,-0.11784280,1.00025012,0.02501184,1.00017840,0.01784049
27,1.00049713,0.04971286,0.99888342,-0.11165847,0.99993106,-0.00689419,1.00028987,0.02898700
28,1.00087603,0.08760330,0.99871755,-0.12824508,1.00025729,0.02572946,1.00064420,0.06441962
29,1.00057180,0.05717985,0.99869244,-0.13075634,1.00184995,0.18499533,1.00094944,0.09494445
30,1.00045571,0.04557065,0.99833488,-0.16651239,1.00369906,0.36990624,1.00130900,0.13090040
31,1.00024644,0.02464449,0.99817746,-0.18225373,1.00493331,0.49333118,1.00155338,0.15533832
32,1.00019562,0.01956151,0.99790989,-0.20901097,1.00430621,0.43062087,1.00159287,0.15928727
33,0.99983234,-0.01676567,0.99874831,-0.12516922,1.00309444,0.30944406,1.00148913,0.14891296
34,0.99982666,-0.01733423,0.99920805,-0.07919464,1.00082496,0.08249572,1.00152636,0.15263583
35,1.00012720,0.01272011,0.99958903,-0.04109717,0.99790794,-0.20920620,1.00128766,0.12876641
36,1.00028107,0.02810679,0.99966327,-0.03367319,0.99479454,-0.52054633,1.00187886,0.18788588
37,1.00030330,0.03033005,0.99974924,-0.02507585,0.99382295,-0.61770512,1.00118595,0.11859520
38,1.00027777,0.02777720,0.99997300,-0.00270008,0.99458297,-0.54170333,1.00062971,0.06297064
39,1.00111768,0.11176839,0.99987010,-0.01299044,0.99532405,-0.46759540,1.00053368,0.05336775
40,0.99940038,-0.05996201,1.00010437,0.01043706,0.99625526,-0.37447439,1.00029209,0.02920926
41,1.00018921,0.01892113,0.99991047,-0.00895265,0.99758703,-0.24129650,1.00028077,0.02807682
42,1.00037833,0.03783290,0.99994977,-0.00502252,0.99849404,-0.15059578,1.00016089,0.01608870
43,0.99979212,-0.02078807,0.99982159,-0.01784103,0.99924344,-0.07565553,1.00018401,0.01840119
44,0.99923973,-0.07602729,0.99990510,-0.00948996,0.99937556,-0.06244398,1.00006243,0.00624261
45,0.99902032,-0.09796778,0.99992095,-0.00790475,0.99934702,-0.06529796,1.00000536,0.00053621
46,0.99867129,-0.13287064,0.99992820,-0.00718005,0.99869030,-0.13097047,0.99950964,-0.04903609
47,0.99882042,-0.11795769,1.00001733,0.00173262,0.99880847,-0.11915270,0.99912752,-0.08724824
