sample_id,sample_type,source_event_id,classification,classification_label,delay_s,alarm_wheels,detection_wheels,false_alarm_wheels,pre_event_false_alarm,wrong_wheel_false_alarm,alarm_events
E05_event_000,event,E05,EVENT_OK,及时检出,0.14000000000000057,RR,RR,,False,False,1
E05_event_001,event,E05,EVENT_OK,及时检出,0.14334789999999487,RR,RR,,False,False,1
E05_event_002,event,E05,EVENT_OK,及时检出,0.1423127899999983,RR,RR,,False,False,1
E05_event_003,event,E05,EVENT_OK,及时检出,0.13928311000000093,RR,RR,,False,False,1
E05_event_004,event,E05,EVENT_OK,及时检出,0.1409668900000014,RR,RR,,False,False,1
E05_event_005,event,E05,EVENT_OK,及时检出,0.1428732299999993,RR,RR,,False,False,1
E05_event_006,event,E05,EVENT_OK,及时检出,0.13803654000000165,RR,RR,,False,False,1
E05_event_007,event,E05,EVENT_OK,及时检出,0.1404769699999946,RR,RR,,False,False,1
E05_event_008,event,E05,EVENT_OK,及时检出,0.14249078000000281,RR,RR,,False,False,1
E05_event_009,event,E05,EVENT_OK,及时检出,0.13904827000000353,RR,RR,,False,False,1
E05_event_010,event,E05,EVENT_OK,及时检出,0.14106122999999826,RR,RR,,False,False,1
E05_event_011,event,E05,EVENT_OK,及时检出,0.14135904999999838,RR,RR,,False,False,1
E05_event_012,event,E05,EVENT_OK,及时检出,0.1366439700000015,RR,RR,,False,False,1
E05_event_013,event,E05,EVENT_OK,及时检出,0.14307629000000333,RR,RR,,False,False,1
E05_event_014,event,E05,EVENT_OK,及时检出,0.13578938999999934,RR,RR,,False,False,1
E05_event_015,event,E05,EVENT_OK,及时检出,0.14410087999999632,RR,RR,,False,False,1
E05_event_016,event,E05,EVENT_OK,及时检出,0.1369203799999994,RR,RR,,False,False,1
E05_event_017,event,E05,EVENT_OK,及时检出,0.14077093000000218,RR,RR,,False,False,1
E05_event_018,event,E05,EVENT_OK,及时检出,0.13714144000000061,RR,RR,,False,False,1
E05_event_019,event,E05,EVENT_OK,及时检出,0.14238698999999855,RR,RR,,False,False,1
E05_event_020,event,E05,EVENT_OK,及时检出,0.14157550999999557,RR,RR,,False,False,1
E05_event_021,event,E05,EVENT_OK,及时检出,0.1414095599999996,RR,RR,,False,False,1
E05_event_022,event,E05,EVENT_OK,及时检出,0.1389766200000011,RR,RR,,False,False,1
E05_event_023,event,E05,EVENT_OK,及时检出,0.14049132000000242,RR,RR,,False,False,1
E05_event_024,event,E05,EVENT_OK,及时检出,0.14201305000000275,RR,RR,,False,False,1
E05_event_025,event,E05,EVENT_OK,及时检出,0.14294280000000015,RR,RR,,False,False,1
E05_event_026,event,E05,EVENT_OK,及时检出,0.13698405000000236,RR,RR,,False,False,1
E05_event_027,event,E05,EVENT_OK,及时检出,0.13902000999999586,RR,RR,,False,False,1
E05_event_028,event,E05,EVENT_OK,及时检出,0.13969378000000177,RR,RR,,False,False,1
E05_event_029,event,E05,EVENT_OK,及时检出,0.13356111999999598,RR,RR,,False,False,1
E05_event_030,event,E05,EVENT_OK,及时检出,0.13283175000000114,RR,RR,,False,False,1
E05_event_031,event,E05,EVENT_OK,及时检出,0.13917938000000163,RR,RR,,False,False,1
E05_event_032,event,E05,EVENT_OK,及时检出,0.13742738999999915,RR,RR,,False,False,1
E05_event_033,event,E05,EVENT_OK,及时检出,0.14411559999999923,RR,RR,,False,False,1
E05_event_034,event,E05,EVENT_OK,及时检出,0.13362834000000134,RR,RR,,False,False,1
E05_event_035,event,E05,EVENT_OK,及时检出,0.14859552000000065,RR,RR,,False,False,1
E05_event_036,event,E05,EVENT_OK,及时检出,0.14386284000000416,RR,RR,,False,False,1
E05_event_037,event,E05,EVENT_OK,及时检出,0.13479136000000125,RR,RR,,False,False,1
E05_event_038,event,E05,EVENT_OK,及时检出,0.13571542999999764,RR,RR,,False,False,1
E05_event_039,event,E05,EVENT_OK,及时检出,0.13647437000000195,RR,RR,,False,False,1
E05_event_040,event,E05,EVENT_OK,及时检出,0.1412096099999971,RR,RR,,False,False,1
E05_event_041,event,E05,EVENT_OK,及时检出,0.13255534999999696,RR,RR,,False,False,1
E05_event_042,event,E05,EVENT_OK,及时检出,0.13422800000000024,RR,RR,,False,False,1
E05_event_043,event,E05,EVENT_OK,及时检出,0.14296972999999724,RR,RR,,False,False,1
E05_event_044,event,E05,EVENT_OK,及时检出,0.13717228000000148,RR,RR,,False,False,1
E05_event_045,event,E05,EVENT_OK,及时检出,0.13394874999999473,RR,RR,,False,False,1
E05_event_046,event,E05,EVENT_OK,及时检出,0.1358426799999961,RR,RR,,False,False,1
E05_event_047,event,E05,EVENT_OK,及时检出,0.13938448999999764,RR,RR,,False,False,1
E05_event_048,event,E05,EVENT_OK,及时检出,0.13689351000000016,RR,RR,,False,False,1
E05_event_049,event,E05,EVENT_OK,及时检出,0.13721656999999965,RR,RR,,False,False,1
E05_event_050,event,E05,EVENT_OK,及时检出,0.1406305999999944,RR,RR,,False,False,1
E05_normal_001,normal,E05,NORMAL_OK,正常通过,,,,,False,False,0
E05_normal_002,normal,E05,NORMAL_OK,正常通过,,,,,False,False,0
