wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,165770,38.43713411,39.65856208,0.64960529,0.58276145,1.03427515,raw_reference
1,165755,38.41012503,39.67458898,0.75102789,0.64324657,1.17359538,raw_reference
2,165703,38.38422575,39.60656396,0.71025443,0.71633238,1.10553619,raw_reference
3,165691,38.35088812,39.61455480,0.75496265,0.53871343,1.00008537,raw_reference
0,165770,38.43713965,39.65949832,0.64840044,0.58232711,1.04073371,phase_corrected
1,165755,38.41012509,39.67205334,0.74895974,0.64482755,1.18308974,phase_corrected
2,165703,38.38421517,39.60259030,0.69706129,0.68224957,1.10690948,phase_corrected
3,165691,38.35088449,39.61487507,0.75354442,0.53777103,1.00114529,phase_corrected
0,165770,38.34224168,39.54673532,1.40863408,1.76482517,2.17254036,reference_compensation_on
1,165755,38.30579428,39.54275317,1.49225167,1.65222675,2.12084627,reference_compensation_on
2,165703,38.25238206,39.44742157,1.59853886,2.01883035,2.53891299,reference_compensation_on
3,165691,38.24588818,39.48113223,1.51031640,1.64430280,2.02939102,reference_compensation_on
0,165770,38.53157995,39.73882632,1.36937480,1.74414681,2.14514510,reference_plus_or_diagnostic
1,165755,38.51366092,39.75089399,1.46163241,1.63094833,2.10913093,reference_plus_or_diagnostic
2,165703,38.51504032,39.71471295,1.55971105,2.00232413,2.42829828,reference_plus_or_diagnostic
3,165691,38.45511896,39.69062884,1.47744678,1.62813945,2.01911940,reference_plus_or_diagnostic
