wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,214811,39.50493553,39.51092481,1.35278787,0.35538831,0.65716374,raw_reference
1,214756,39.48745278,39.55071827,1.19273941,0.38947649,0.71498164,raw_reference
2,214793,39.36920531,39.38412212,1.23721653,0.63348886,0.87372866,raw_reference
3,214710,39.34446103,39.40783559,1.34875364,0.32613501,0.59516304,raw_reference
0,214811,39.50493596,39.51089904,1.35122191,0.34172936,0.64982468,phase_corrected
1,214756,39.48746005,39.55370994,1.18805912,0.34896134,0.68773295,phase_corrected
2,214793,39.36917170,39.37993891,1.21757515,0.36048913,0.77603764,phase_corrected
3,214710,39.34446336,39.40651070,1.34610387,0.28923166,0.57296685,phase_corrected
0,214803,39.33531920,39.36438269,1.95301631,2.75958055,3.10268776,reference_compensation_on
1,214746,39.33488918,39.34860538,2.20394435,2.27090330,2.67579340,reference_compensation_on
2,214792,39.19351541,39.22675874,2.11996171,2.77915134,3.35227844,reference_compensation_on
3,214699,39.21219956,39.24636035,1.88986940,2.04599646,2.36509892,reference_compensation_on
0,214811,39.67419426,39.70266724,1.98857078,2.71064233,3.05488098,reference_plus_or_diagnostic
1,214756,39.64114350,39.66657391,1.86441555,2.23525483,2.64116959,reference_plus_or_diagnostic
2,214793,39.54319194,39.57463284,2.10347485,2.77278345,3.28555217,reference_plus_or_diagnostic
3,214710,39.47831948,39.51887710,1.99604365,2.00687842,2.32579687,reference_plus_or_diagnostic
