phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,1.00035869,0.03586949,0.99959007,-0.04099300,1.00035231,0.03523085,0.99885753,-0.11424694
1,0.99989712,-0.01028834,0.99994010,-0.00598984,1.00085869,0.08586922,0.99930048,-0.06995177
2,0.99988139,-0.01186073,1.00040148,0.04014753,1.00079777,0.07977726,0.99966735,-0.03326514
3,1.00030019,0.03001879,1.00044413,0.04441338,1.00025351,0.02535113,1.00000876,0.00087587
4,1.00019320,0.01931998,1.00086233,0.08623308,1.00001349,0.00134916,0.99997280,-0.00271998
5,1.00019244,0.01924366,1.00078288,0.07828812,1.00023631,0.02363098,0.99978318,-0.02168227
6,1.00005784,0.00578368,1.00100271,0.10027104,1.00068568,0.06856824,0.99957606,-0.04239361
7,1.00018594,0.01859421,1.00088007,0.08800666,1.00069256,0.06925604,0.99960792,-0.03920809
8,1.00015613,0.01561318,1.00093114,0.09311371,1.00080639,0.08063891,0.99982982,-0.01701789
9,1.00015771,0.01577112,1.00086645,0.08664514,1.00077480,0.07747996,1.00011090,0.01109041
10,1.00046729,0.04672939,1.00103534,0.10353365,0.99997826,-0.00217400,0.99995645,-0.00435514
11,1.00044177,0.04417654,1.00081839,0.08183867,0.99921988,-0.07801186,0.99981637,-0.01836338
12,1.00034343,0.03434343,1.00077013,0.07701301,0.99928712,-0.07128836,0.99976710,-0.02329025
13,1.00026950,0.02695023,1.00071795,0.07179542,1.00007490,0.00748961,0.99981393,-0.01860675
14,1.00007363,0.00736333,1.00045399,0.04539898,0.99991994,-0.00800556,0.99978190,-0.02181017
15,0.99994091,-0.00590893,1.00048249,0.04824864,1.00008168,0.00816793,0.99973747,-0.02625319
16,1.00020029,0.02002872,1.00023111,0.02311069,1.00061249,0.06124899,0.99993208,-0.00679205
17,0.99975174,-0.02482584,1.00052685,0.05268453,1.00075232,0.07523174,0.99984819,-0.01518074
18,1.00001837,0.00183705,1.00054981,0.05498123,1.00000004,0.00000416,0.99988801,-0.01119941
19,1.00024733,0.02473287,1.00057451,0.05745070,0.99987474,-0.01252647,1.00004190,0.00418967
20,1.00010631,0.01063139,1.00034655,0.03465457,0.99988648,-0.01135194,1.00012113,0.01211271
21,0.99969676,-0.03032370,1.00021907,0.02190738,0.99957887,-0.04211316,0.99976790,-0.02320989
22,0.99952316,-0.04768374,1.00014229,0.01422876,0.99870525,-0.12947547,0.99977260,-0.02273982
23,0.99954088,-0.04591166,0.99983459,-0.01654092,0.99855769,-0.14423129,0.99977197,-0.02280263
24,0.99965357,-0.03464257,0.99988089,-0.01191104,0.99872121,-0.12787861,0.99990675,-0.00932471
25,0.99976198,-0.02380195,0.99967301,-0.03269868,0.99906770,-0.09322962,0.99992360,-0.00763952
26,0.99988901,-0.01109873,0.99963955,-0.03604494,0.99921040,-0.07896006,0.99982525,-0.01747476
27,0.99997778,-0.00222222,0.99960172,-0.03982756,0.99961499,-0.03850088,0.99969884,-0.03011562
28,1.00015700,0.01569953,0.99926949,-0.07305091,0.99953735,-0.04626481,1.00009294,0.00929430
29,1.00002217,0.00221735,0.99936656,-0.06334405,0.99932527,-0.06747287,1.00053316,0.05331631
30,0.99986747,-0.01325295,0.99905812,-0.09418825,0.99917979,-0.08202054,1.00081360,0.08135954
31,0.99981230,-0.01876992,0.99900707,-0.09929261,0.99956471,-0.04352892,1.00080500,0.08050007
32,0.99976279,-0.02372088,0.99883614,-0.11638644,0.99975488,-0.02451213,1.00071205,0.07120528
33,0.99960985,-0.03901509,0.99927432,-0.07256798,0.99992519,-0.00748072,1.00062309,0.06230892
34,0.99968823,-0.03117693,0.99935550,-0.06445004,1.00001850,0.00184962,1.00077290,0.07729020
35,0.99981096,-0.01890387,0.99958407,-0.04159349,0.99993384,-0.00661554,1.00057690,0.05769033
36,0.99968785,-0.03121520,0.99963397,-0.03660262,0.99993333,-0.00666688,1.00106055,0.10605459
37,0.99960417,-0.03958304,0.99961122,-0.03887765,0.99992961,-0.00703857,1.00066023,0.06602255
38,0.99956938,-0.04306152,0.99969272,-0.03072774,1.00007378,0.00737754,1.00011341,0.01134145
39,0.99966275,-0.03372520,0.99955717,-0.04428257,1.00039420,0.03942036,1.00007377,0.00737717
40,0.99978107,-0.02189298,0.99959236,-0.04076383,1.00069377,0.06937686,1.00008259,0.00825870
41,0.99995525,-0.00447535,0.99962646,-0.03735449,1.00095365,0.09536494,1.00019898,0.01989752
42,1.00014054,0.01405392,0.99949999,-0.05000094,1.00105612,0.10561167,1.00007855,0.00785473
43,1.00028319,0.02831903,0.99947124,-0.05287582,1.00073894,0.07389377,1.00011117,0.01111685
44,1.00055352,0.05535169,0.99948897,-0.05110333,1.00031515,0.03151471,0.99999861,-0.00013914
45,1.00048029,0.04802923,0.99953893,-0.04610655,1.00006146,0.00614619,1.00000579,0.00057864
46,1.00017758,0.01775754,0.99961707,-0.03829324,1.00006735,0.00673495,0.99949977,-0.05002283
47,1.00008926,0.00892601,0.99971904,-0.02809637,0.99992763,-0.00723651,0.99910070,-0.08993012
