wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,220146,31.36709594,30.97484475,0.56445978,0.80921509,1.73644401,raw_reference
1,220513,31.30450073,30.87256932,0.61799214,0.88586823,1.89327097,raw_reference
2,220049,31.24781534,30.85437688,0.55965631,0.85206728,1.60127633,raw_reference
3,220267,31.19585190,30.76373535,0.51910401,0.71852709,1.59656782,raw_reference
0,220146,31.36709656,30.97666267,0.56233346,0.80165886,1.72606363,phase_corrected
1,220513,31.30450126,30.87009719,0.61241935,0.87270200,1.87267370,phase_corrected
2,220049,31.24779784,30.85654732,0.54315857,0.78992427,1.56982140,phase_corrected
3,220267,31.19586073,30.75997700,0.51454735,0.70695686,1.58891753,phase_corrected
0,220146,31.32550104,30.93092956,2.77421033,5.55672896,7.04849938,reference_compensation_on
1,220513,31.18422344,30.76012076,2.59319483,4.97375835,6.64434038,reference_compensation_on
2,220049,31.34191768,30.95287158,1.93713811,3.25019854,4.52386415,reference_compensation_on
3,220267,31.15127943,30.72762768,3.13693098,6.22074727,8.60944211,reference_compensation_on
0,220146,31.37138712,30.96751689,2.74137203,5.53553080,6.99393159,reference_plus_or_diagnostic
1,220513,31.40949763,30.97118039,2.56223872,4.92784676,6.60054371,reference_plus_or_diagnostic
2,220049,31.14106189,30.75169003,1.92872184,3.25666985,4.52640434,reference_plus_or_diagnostic
3,220267,31.15154138,30.73123463,3.10947582,6.17257253,8.61071185,reference_plus_or_diagnostic
