wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,272403,32.09806429,32.50551127,0.30871744,0.49395225,0.91689099,raw_reference
1,272326,32.07969443,32.56211291,0.32572368,0.50993666,0.91835623,raw_reference
2,272381,32.03770235,32.45312852,0.35878155,0.66966621,0.94585849,raw_reference
3,272294,32.01350932,32.50013090,0.29083501,0.40368197,0.73752170,raw_reference
0,272403,32.09806440,32.50348769,0.30269506,0.48181810,0.90383859,phase_corrected
1,272326,32.07969065,32.56337594,0.31121175,0.47878552,0.89732257,phase_corrected
2,272381,32.03771218,32.45228707,0.28207834,0.42015497,0.81304439,phase_corrected
3,272294,32.01351088,32.50045640,0.27687901,0.36634848,0.70885282,phase_corrected
0,272403,31.97585082,32.38221173,1.43573476,2.39928671,2.77902998,reference_compensation_on
1,272326,31.99776447,32.47728418,1.15212372,1.58650947,1.96792817,reference_compensation_on
2,272381,31.92892676,32.35286552,1.33883736,2.27363065,2.98442767,reference_compensation_on
3,272294,31.90006764,32.38755313,1.35396969,2.04648877,2.46386089,reference_compensation_on
0,272403,32.21960729,32.61891201,1.39371730,2.36128814,2.74206215,reference_plus_or_diagnostic
1,272326,32.16119487,32.64331519,1.11050076,1.57542786,1.95583596,reference_plus_or_diagnostic
2,272381,32.14569354,32.55941312,1.28565626,2.24166211,2.94402803,reference_plus_or_diagnostic
3,272294,32.12634056,32.61078572,1.29464967,2.01061847,2.42946708,reference_plus_or_diagnostic
