phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,0.99972238,-0.02776208,0.99981697,-0.01830252,1.00212665,0.21266467,0.99970692,-0.02930817
1,0.99981704,-0.01829624,0.99999513,-0.00048733,1.00253757,0.25375677,0.99972066,-0.02793387
2,1.00028390,0.02838956,0.99965475,-0.03452521,1.00188005,0.18800463,1.00016439,0.01643881
3,1.00011384,0.01138351,0.99965496,-0.03450356,1.00127352,0.12735238,0.99969839,-0.03016053
4,0.99919294,-0.08070558,1.00000779,0.00077876,1.00021176,0.02117622,1.00003406,0.00340562
5,0.99877647,-0.12235298,0.99994599,-0.00540059,1.00115061,0.11506119,1.00059449,0.05944944
6,0.99912505,-0.08749504,1.00129258,0.12925825,1.00235930,0.23593037,1.00075078,0.07507838
7,0.99913912,-0.08608821,1.00263438,0.26343810,1.00273734,0.27373407,0.99962959,-0.03704079
8,0.99894174,-0.10582573,1.00032533,0.03253288,1.00153471,0.15347123,0.99963355,-0.03664508
9,0.99925925,-0.07407491,1.00165137,0.16513699,1.00130478,0.13047831,0.99982039,-0.01796073
10,0.99935510,-0.06448965,1.00122335,0.12233546,0.99985179,-0.01482085,1.00035184,0.03518370
11,0.99992478,-0.00752228,1.00147921,0.14792103,0.99896877,-0.10312343,1.00008197,0.00819714
12,1.00003644,0.00364353,1.00057130,0.05712970,0.99924240,-0.07575954,0.99984760,-0.01523959
13,0.99938409,-0.06159101,1.00168524,0.16852448,0.99886345,-0.11365489,0.99991991,-0.00800932
14,0.99931784,-0.06821555,1.00143138,0.14313830,0.99900261,-0.09973894,1.00074114,0.07411372
15,0.99971350,-0.02864952,1.00231911,0.23191072,1.00063371,0.06337090,1.00125937,0.12593692
16,0.99959373,-0.04062684,1.00114836,0.11483624,1.00118525,0.11852540,1.00140471,0.14047069
17,0.99982525,-0.01747519,1.00103698,0.10369805,0.99966103,-0.03389682,1.00138307,0.13830737
18,1.00057114,0.05711363,1.00116238,0.11623789,0.99927409,-0.07259092,1.00097897,0.09789676
19,1.00026879,0.02687858,1.00029742,0.02974227,1.00045586,0.04558597,1.00060345,0.06034530
20,1.00006479,0.00647896,1.00093094,0.09309431,1.00393867,0.39386651,1.00110587,0.11058691
21,0.99990783,-0.00921701,1.00044256,0.04425638,1.00588045,0.58804527,1.00128128,0.12812803
22,0.99967440,-0.03255957,1.00155904,0.15590411,1.00523835,0.52383469,1.00348572,0.34857181
23,1.00038023,0.03802257,1.00028953,0.02895274,1.00148557,0.14855687,1.00109819,0.10981889
24,1.00094634,0.09463362,0.99990940,-0.00905994,0.99871886,-0.12811368,0.99943896,-0.05610395
25,1.00070982,0.07098210,0.99940895,-0.05910453,0.99543312,-0.45668760,1.00002593,0.00259317
26,1.00027112,0.02711216,0.99865134,-0.13486623,0.99306471,-0.69352917,1.00030285,0.03028544
27,1.00069078,0.06907758,0.99940637,-0.05936282,0.99131472,-0.86852780,1.00048655,0.04865492
28,1.00112972,0.11297232,0.99896816,-0.10318372,0.99450248,-0.54975181,0.99974528,-0.02547214
29,1.00104359,0.10435906,1.00015900,0.01590036,0.99902479,-0.09752113,0.99970636,-0.02936366
30,1.00054663,0.05466277,0.99925075,-0.07492496,1.00024477,0.02447722,0.99941252,-0.05874776
31,1.00213327,0.21332698,0.99874008,-0.12599223,0.99991718,-0.00828198,0.99934029,-0.06597104
32,0.99969811,-0.03018887,0.99891214,-0.10878571,0.99991388,-0.00861246,0.99800057,-0.19994320
33,0.99893114,-0.10688624,0.99844486,-0.15551428,0.99929762,-0.07023827,0.99720547,-0.27945276
34,1.00171393,0.17139289,0.99850681,-0.14931944,0.99964225,-0.03577452,0.99738881,-0.26111856
35,1.00140034,0.14003407,0.99784186,-0.21581373,0.99924598,-0.07540231,0.99913829,-0.08617054
36,0.99950291,-0.04970904,0.99807477,-0.19252327,0.99877924,-0.12207596,0.99993470,-0.00652966
37,0.99913358,-0.08664174,0.99808703,-0.19129684,0.99772121,-0.22787905,1.00044677,0.04467729
38,0.99921660,-0.07833967,1.00025991,0.02599067,0.99927370,-0.07263028,0.99997455,-0.00254502
39,0.99989265,-0.01073489,1.00008109,0.00810950,0.99979516,-0.02048372,0.99920161,-0.07983858
40,1.00063057,0.06305687,0.99967401,-0.03259874,0.99972718,-0.02728203,0.99872823,-0.12717717
41,1.00063902,0.06390167,0.99859050,-0.14095006,0.99951769,-0.04823147,0.99933332,-0.06666818
42,1.00018479,0.01847891,0.99818907,-0.18109290,1.00004996,0.00499650,1.00014022,0.01402216
43,1.00040271,0.04027073,0.99913112,-0.08688788,1.00079930,0.07992969,1.00052796,0.05279568
44,1.00014239,0.01423905,0.99925754,-0.07424641,1.00078684,0.07868440,0.99978047,-0.02195286
45,0.99970022,-0.02997820,1.00018806,0.01880642,1.00073400,0.07340005,0.99936534,-0.06346598
46,0.99934601,-0.06539894,0.99963967,-0.03603342,1.00047437,0.04743682,0.99933839,-0.06616123
47,0.99960414,-0.03958613,1.00007143,0.00714273,1.00122269,0.12226853,0.99974022,-0.02597780
