wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,103073,44.62931338,48.54729654,0.41355967,0.42427432,1.07986975,raw_reference
1,103351,44.51785180,48.44548257,0.43709904,0.46833627,1.10105331,raw_reference
2,102962,44.57123018,48.49933083,0.39704676,0.63933209,1.03282392,raw_reference
3,103275,44.43553982,48.36791251,0.35153308,0.39657893,0.89417830,raw_reference
0,103073,44.62930822,48.54902037,0.40924776,0.41235266,1.07782111,phase_corrected
1,103351,44.51784795,48.43736041,0.42828314,0.45376676,1.09268379,phase_corrected
2,102962,44.57113901,48.49598998,0.34353926,0.43943385,1.00281013,phase_corrected
3,103275,44.43555530,48.36505479,0.33759878,0.36616122,0.88157699,phase_corrected
0,103073,44.70324114,48.64803267,1.44477148,1.15965759,1.55954711,reference_compensation_on
1,103351,44.50791104,48.43651948,1.39411438,0.61438835,1.24488820,reference_compensation_on
2,102962,44.60129254,48.54129564,1.37333828,0.82609471,1.29971320,reference_compensation_on
3,103275,44.42923361,48.38579124,1.35511831,0.61666348,1.04518285,reference_compensation_on
0,103073,44.55472442,48.48136811,1.42109065,1.17868641,1.58170791,reference_plus_or_diagnostic
1,103351,44.52756525,48.44996536,1.37013585,0.61144474,1.21674314,reference_plus_or_diagnostic
2,102962,44.54078181,48.47239174,1.34121948,0.83253166,1.25771175,reference_plus_or_diagnostic
3,103275,44.44166156,48.37983020,1.34438234,0.61800653,1.02774356,reference_plus_or_diagnostic
