phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,1.00028358,0.02835763,0.99947415,-0.05258509,1.00273040,0.27304015,0.99996409,-0.00359119
1,1.00061933,0.06193264,0.99949519,-0.05048062,1.00358232,0.35823163,0.99980672,-0.01932760
2,1.00062831,0.06283082,0.99956565,-0.04343476,1.00342297,0.34229741,0.99950870,-0.04913050
3,1.00013005,0.01300472,0.99953601,-0.04639876,1.00270940,0.27094001,0.99951528,-0.04847181
4,0.99975689,-0.02431148,0.99966448,-0.03355197,1.00148007,0.14800670,0.99969177,-0.03082269
5,0.99932759,-0.06724087,0.99964140,-0.03585990,0.99982728,-0.01727156,0.99985173,-0.01482732
6,0.99918521,-0.08147883,0.99955392,-0.04460787,0.99803090,-0.19690998,0.99987098,-0.01290199
7,0.99919259,-0.08074077,0.99976233,-0.02376679,0.99732252,-0.26774791,0.99978270,-0.02173047
8,0.99907432,-0.09256833,1.00004682,0.00468246,0.99728305,-0.27169500,0.99973274,-0.02672578
9,0.99897099,-0.10290102,1.00006740,0.00674041,0.99745022,-0.25497820,0.99972260,-0.02774046
10,0.99899726,-0.10027404,0.99997832,-0.00216832,0.99779421,-0.22057895,0.99978830,-0.02116985
11,0.99913425,-0.08657497,0.99995820,-0.00417966,0.99820267,-0.17973309,0.99986404,-0.01359596
12,0.99919321,-0.08067931,0.99983725,-0.01627535,0.99836686,-0.16331388,0.99982500,-0.01749958
13,0.99926668,-0.07333224,0.99982300,-0.01770037,0.99899537,-0.10046348,0.99967747,-0.03225284
14,0.99914938,-0.08506174,0.99987207,-0.01279333,0.99926902,-0.07309849,0.99967312,-0.03268762
15,0.99942579,-0.05742104,0.99994481,-0.00551926,0.99932342,-0.06765804,0.99968971,-0.03102889
16,0.99963180,-0.03682029,1.00003812,0.00381230,0.99891942,-0.10805839,0.99971423,-0.02857667
17,0.99977606,-0.02239427,1.00005269,0.00526909,0.99897028,-0.10297243,0.99968676,-0.03132438
18,0.99987635,-0.01236539,0.99998972,-0.00102850,0.99859804,-0.14019557,0.99967857,-0.03214327
19,0.99994237,-0.00576350,1.00011519,0.01151887,0.99832413,-0.16758659,0.99953638,-0.04636193
20,0.99987827,-0.01217264,1.00006845,0.00684501,0.99830537,-0.16946316,0.99959888,-0.04011176
21,0.99991534,-0.00846608,1.00014182,0.01418174,0.99850331,-0.14966949,0.99959790,-0.04021043
22,1.00006370,0.00636995,1.00003085,0.00308480,0.99868763,-0.13123668,0.99962590,-0.03741027
23,1.00004086,0.00408582,1.00040114,0.04011362,0.99866678,-0.13332212,0.99951252,-0.04874825
24,1.00001667,0.00166709,1.00071254,0.07125389,0.99884413,-0.11558744,0.99958167,-0.04183280
25,1.00010151,0.01015146,1.00096740,0.09673985,0.99916991,-0.08300899,0.99971794,-0.02820619
26,0.99998721,-0.00127864,1.00076870,0.07686971,0.99971628,-0.02837238,0.99997363,-0.00263720
27,1.00013028,0.01302802,1.00096554,0.09655426,1.00019087,0.01908744,1.00002657,0.00265741
28,1.00001888,0.00188759,1.00075505,0.07550543,1.00047593,0.04759257,1.00005052,0.00505240
29,0.99988857,-0.01114338,1.00046062,0.04606188,1.00032816,0.03281628,0.99998006,-0.00199438
30,0.99995726,-0.00427396,1.00044054,0.04405374,1.00031271,0.03127079,1.00004310,0.00431029
31,1.00000348,0.00034833,1.00038800,0.03879987,1.00023945,0.02394505,1.00022274,0.02227409
32,1.00004154,0.00415404,1.00041542,0.04154179,1.00041989,0.04198850,1.00053215,0.05321532
33,1.00006449,0.00644936,1.00020272,0.02027237,1.00073482,0.07348247,1.00063823,0.06382303
34,1.00022052,0.02205230,1.00004324,0.00432432,1.00130500,0.13050008,1.00049263,0.04926253
35,1.00013687,0.01368750,0.99996857,-0.00314274,1.00152291,0.15229087,1.00041262,0.04126160
36,1.00035177,0.03517714,0.99991463,-0.00853671,1.00179398,0.17939756,1.00055903,0.05590320
37,1.00035189,0.03518912,0.99981898,-0.01810181,1.00153801,0.15380070,1.00064636,0.06463611
38,1.00044521,0.04452061,0.99982421,-0.01757888,1.00126450,0.12644954,1.00085667,0.08566737
39,1.00052587,0.05258679,0.99991575,-0.00842537,1.00114875,0.11487509,1.00069950,0.06994995
40,1.00059476,0.05947552,0.99998484,-0.00151591,1.00099185,0.09918492,1.00044885,0.04488506
41,1.00066559,0.06655851,0.99992950,-0.00705008,1.00079935,0.07993508,1.00039579,0.03957927
42,1.00066614,0.06661446,0.99986738,-0.01326221,1.00090544,0.09054421,1.00045199,0.04519871
43,1.00077033,0.07703264,0.99966281,-0.03371937,1.00088704,0.08870428,1.00045480,0.04548001
44,1.00087235,0.08723483,0.99954950,-0.04505022,1.00047055,0.04705498,1.00028966,0.02896580
45,1.00082898,0.08289809,0.99944068,-0.05593199,1.00028130,0.02813000,1.00022158,0.02215793
46,1.00073627,0.07362677,0.99946309,-0.05369092,1.00042613,0.04261322,1.00018388,0.01838765
47,1.00116341,0.11634102,0.99948131,-0.05186865,1.00146742,0.14674231,1.00020394,0.02039434
