wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,112237,54.80209930,57.41214645,0.29650998,0.28979883,0.58363664,raw_reference
1,112295,54.72069029,57.36182905,0.29214735,0.33275287,0.66084650,raw_reference
2,112231,54.77512361,57.37691501,0.35923461,0.62563982,0.83660954,raw_reference
3,112235,54.72342716,57.34298276,0.27130969,0.31116524,0.62660683,raw_reference
0,112237,54.80208866,57.40944613,0.29255599,0.27752329,0.57864692,phase_corrected
1,112295,54.72069018,57.35750917,0.28533096,0.34473578,0.65766567,phase_corrected
2,112231,54.77506157,57.36454279,0.31328479,0.52582055,0.82833722,phase_corrected
3,112235,54.72343422,57.33815387,0.26317854,0.29808354,0.61743194,phase_corrected
0,112237,54.55044198,57.03690366,1.79248447,2.97567601,3.42841061,reference_compensation_on
1,112295,54.51291104,57.07669569,1.64696592,2.25267536,2.63669587,reference_compensation_on
2,112231,54.56545923,57.08665238,1.21175364,2.30380093,2.85209067,reference_compensation_on
3,112235,54.48134339,56.99964899,1.75404982,2.46556757,2.90137632,reference_compensation_on
0,112237,55.05018760,57.60796299,1.75326508,2.90677658,3.36503039,reference_plus_or_diagnostic
1,112295,54.92619864,57.51936456,1.56273047,2.22899020,2.61666350,reference_plus_or_diagnostic
2,112231,54.98170742,57.54338575,1.19853079,2.28316369,2.78245347,reference_plus_or_diagnostic
3,112235,54.96160522,57.51936456,1.66661779,2.42306415,2.85085174,reference_plus_or_diagnostic
