phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,0.99989616,-0.01038371,0.99972099,-0.02790060,0.99863763,-0.13623670,0.99958583,-0.04141727
1,0.99967711,-0.03228869,0.99998810,-0.00119031,0.99853323,-0.14667657,0.99949198,-0.05080228
2,0.99977285,-0.02271495,1.00005666,0.00566568,0.99855542,-0.14445848,0.99967345,-0.03265516
3,0.99979943,-0.02005662,1.00007197,0.00719712,0.99865987,-0.13401260,0.99984753,-0.01524738
4,0.99949439,-0.05056132,1.00022291,0.02229114,0.99871383,-0.12861675,0.99985527,-0.01447346
5,0.99934925,-0.06507500,1.00033189,0.03318863,0.99885689,-0.11431142,0.99988606,-0.01139445
6,0.99932090,-0.06790998,1.00046368,0.04636824,0.99909033,-0.09096696,0.99995819,-0.00418086
7,0.99942445,-0.05755502,1.00042899,0.04289919,0.99948862,-0.05113760,1.00020834,0.02083387
8,0.99950739,-0.04926080,1.00080772,0.08077172,0.99988841,-0.01115920,1.00050935,0.05093455
9,0.99961333,-0.03866742,1.00135846,0.13584553,1.00006939,0.00693895,1.00067513,0.06751299
10,0.99976737,-0.02326251,1.00122729,0.12272932,1.00027024,0.02702405,1.00070108,0.07010832
11,0.99988365,-0.01163471,1.00186216,0.18621556,1.00042589,0.04258934,1.00092609,0.09260880
12,1.00003003,0.00300283,1.00185176,0.18517613,1.00041897,0.04189673,1.00122454,0.12245365
13,1.00006741,0.00674129,1.00182249,0.18224909,1.00059494,0.05949358,1.00154069,0.15406875
14,1.00016204,0.01620442,1.00136844,0.13684393,1.00083448,0.08344753,1.00160878,0.16087818
15,1.00015965,0.01596516,1.00141124,0.14112390,1.00103164,0.10316404,1.00195709,0.19570887
16,1.00015296,0.01529563,1.00136746,0.13674598,1.00127736,0.12773587,1.00155543,0.15554348
17,1.00010801,0.01080064,1.00173905,0.17390461,1.00155480,0.15547982,1.00102541,0.10254082
18,1.00018495,0.01849489,1.00156085,0.15608475,1.00170434,0.17043425,1.00086527,0.08652734
19,1.00029135,0.02913453,1.00152080,0.15207971,1.00158226,0.15822567,1.00078027,0.07802703
20,1.00029769,0.02976941,1.00152268,0.15226776,1.00144480,0.14447998,1.00084250,0.08425025
21,1.00021892,0.02189222,1.00078052,0.07805188,1.00091727,0.09172740,1.00042489,0.04248924
22,1.00023466,0.02346623,1.00065233,0.06523324,1.00077143,0.07714323,1.00021494,0.02149366
23,1.00045589,0.04558942,1.00019598,0.01959835,1.00081453,0.08145337,1.00003301,0.00330129
24,0.99997920,-0.00207978,1.00034830,0.03482987,1.00065513,0.06551284,0.99997490,-0.00250981
25,1.00009414,0.00941379,0.99987324,-0.01267558,1.00016515,0.01651532,0.99979828,-0.02017204
26,1.00010921,0.01092054,0.99965150,-0.03485001,1.00014355,0.01435466,0.99965390,-0.03460970
27,1.00000114,0.00011363,0.99942970,-0.05703012,1.00040819,0.04081945,0.99949469,-0.05053126
28,0.99990769,-0.00923063,0.99913069,-0.08693133,1.00100729,0.10072873,0.99951280,-0.04872043
29,0.99978731,-0.02126934,0.99916685,-0.08331490,1.00132896,0.13289626,0.99932981,-0.06701914
30,0.99977506,-0.02249416,0.99880312,-0.11968823,1.00127208,0.12720758,0.99907891,-0.09210910
31,0.99985696,-0.01430394,0.99893614,-0.10638606,1.00195601,0.19560120,0.99884693,-0.11530742
32,0.99985768,-0.01423236,0.99862790,-0.13721044,1.00242240,0.24224024,0.99879509,-0.12049078
33,0.99995157,-0.00484276,0.99867725,-0.13227517,1.00161189,0.16118909,0.99882733,-0.11726683
34,1.00004874,0.00487400,0.99871335,-0.12866533,1.00042576,0.04257623,0.99905103,-0.09489674
35,1.00009915,0.00991509,0.99877196,-0.12280440,0.99997235,-0.00276524,0.99927766,-0.07223400
36,1.00019247,0.01924665,0.99880396,-0.11960421,0.99980889,-0.01911086,0.99945702,-0.05429766
37,1.00019791,0.01979123,0.99859407,-0.14059255,0.99859596,-0.14040432,0.99937819,-0.06218096
38,1.00012707,0.01270670,0.99858645,-0.14135489,0.99750987,-0.24901289,0.99938281,-0.06171850
39,1.00018858,0.01885764,0.99842343,-0.15765719,0.99768135,-0.23186539,0.99949526,-0.05047356
40,1.00022114,0.02211447,0.99874403,-0.12559733,0.99775577,-0.22442307,0.99965789,-0.03421132
41,1.00024079,0.02407931,0.99868810,-0.13118960,0.99826902,-0.17309779,0.99970875,-0.02912527
42,1.00024367,0.02436700,0.99896755,-0.10324475,0.99888466,-0.11153388,0.99968116,-0.03188350
43,1.00031203,0.03120308,0.99899162,-0.10083764,0.99916082,-0.08391846,0.99966357,-0.03364296
44,1.00029126,0.02912613,0.99913994,-0.08600642,0.99924797,-0.07520315,0.99965763,-0.03423692
45,1.00016184,0.01618356,0.99940910,-0.05908968,0.99914766,-0.08523357,0.99958902,-0.04109825
46,1.00022405,0.02240494,0.99946385,-0.05361468,0.99930734,-0.06926630,0.99962112,-0.03788846
47,1.00026149,0.02614932,0.99972350,-0.02764992,0.99912536,-0.08746424,0.99967514,-0.03248562
