wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,192966,89.50148161,92.18288303,6.25756429,0.31635275,33.05105218,raw_reference
1,121202,82.36052048,86.54116522,6.48401373,0.41800421,32.95787293,raw_reference
2,207595,89.68905168,92.67703624,7.77952357,0.54920539,42.59170268,raw_reference
3,126455,83.05979873,86.66940669,5.73256487,0.31945727,24.89584712,raw_reference
0,192966,89.50148412,92.18289115,6.25744644,0.31512195,33.05489963,phase_corrected
1,121202,82.36051702,86.54588462,6.48171819,0.43230947,32.94010432,phase_corrected
2,207595,89.68907006,92.67127361,7.77760894,0.51995529,42.58840711,phase_corrected
3,126455,83.05981766,86.66496239,5.73139455,0.32941626,24.91359205,phase_corrected
0,192966,89.15333691,91.78582163,6.42556409,2.73176148,32.83100387,reference_compensation_on
1,121202,82.00859438,86.05351778,6.65249348,2.54470501,32.50907099,reference_compensation_on
2,207595,89.30237746,92.24784630,7.91432225,3.04543491,42.69856130,reference_compensation_on
3,126455,82.77239421,86.32646333,5.89483066,2.14610209,25.71520023,reference_compensation_on
0,192966,89.83921956,92.49927895,6.37460352,2.68250942,32.51895356,reference_plus_or_diagnostic
1,121202,82.70218343,86.79528818,6.63184584,2.49543116,32.61527917,reference_plus_or_diagnostic
2,207595,90.06153731,93.02516318,7.89565297,2.97669945,42.60432737,reference_plus_or_diagnostic
3,126455,83.33975437,86.94352949,5.86582043,2.10244047,25.64758618,reference_plus_or_diagnostic
