wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,170273,34.90712208,35.39104918,0.27892824,0.39467287,0.72409922,raw_reference
1,170076,34.90867275,35.39104918,0.32386236,0.42075264,0.75814858,raw_reference
2,170277,34.78456253,35.26392616,0.34635000,0.64395445,0.90331441,raw_reference
3,169949,34.79991845,35.25917681,0.29455787,0.34724728,0.61365285,raw_reference
0,170273,34.90712354,35.39245917,0.27165382,0.37557292,0.71605974,phase_corrected
1,170076,34.90865957,35.38932471,0.30491911,0.36979412,0.72654743,phase_corrected
2,170277,34.78452182,35.26296305,0.25279119,0.31707242,0.58375321,phase_corrected
3,169949,34.79991387,35.25810730,0.28174240,0.29895281,0.58276651,phase_corrected
0,170273,34.84564069,35.34009015,1.11399378,1.13130107,1.41122036,reference_compensation_on
1,170076,34.87697461,35.34963378,0.48810920,0.83333333,1.16769451,reference_compensation_on
2,170277,34.71448369,35.19755147,1.16039900,1.22705072,1.63224833,reference_compensation_on
3,169949,34.75769825,35.21175357,1.06251296,0.80584259,1.06669265,reference_compensation_on
0,170273,34.96823802,35.45495501,1.07027279,1.12310215,1.40298991,reference_plus_or_diagnostic
1,170076,34.94007557,35.42297327,0.48277878,0.82952310,1.16672808,reference_plus_or_diagnostic
2,170277,34.85419742,35.34009015,1.11467766,1.22264888,1.57719821,reference_plus_or_diagnostic
3,169949,34.84195328,35.29244915,0.97099369,0.80114186,1.05405877,reference_plus_or_diagnostic
