wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,156063,36.92270648,36.86276933,0.36106120,0.42411295,0.82233782,raw_reference
1,155888,36.92650657,37.00170373,0.47472700,0.47706578,1.01930641,raw_reference
2,155963,36.84447998,36.80058867,0.39794299,0.65371448,0.94345092,raw_reference
3,155862,36.83270946,36.89047268,0.39483025,0.37153667,0.80357357,raw_reference
0,156063,36.92271035,36.86080642,0.35917679,0.42066171,0.82150534,phase_corrected
1,155888,36.92649842,36.99945233,0.47123710,0.47482824,1.02318211,phase_corrected
2,155963,36.84450418,36.79733333,0.35562428,0.52843086,0.92372131,phase_corrected
3,155862,36.83271629,36.89065055,0.39090587,0.35851880,0.80597859,phase_corrected
0,156063,36.96144774,36.92516048,1.13901113,1.03611819,1.40631948,reference_compensation_on
1,155888,36.79079480,36.84547586,3.05745256,2.20884899,15.98294680,reference_compensation_on
2,155963,36.86055214,36.84201911,1.25926020,1.40566140,1.87510049,reference_compensation_on
3,155862,36.84441017,36.91474729,1.19345704,1.12329181,1.87187605,reference_compensation_on
0,156063,36.88361212,36.84547586,1.09912064,1.04000917,1.40637392,reference_plus_or_diagnostic
1,155888,36.95609298,37.07856498,4.19652310,2.19953923,24.70963745,reference_plus_or_diagnostic
2,155963,36.82639613,36.80058867,1.21901403,1.40355197,1.92508059,reference_plus_or_diagnostic
3,155862,36.81881474,36.88354294,1.17126994,1.12668539,1.89965312,reference_plus_or_diagnostic
