phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,1.00153527,0.15352702,0.99915190,-0.08480957,1.00197706,0.19770613,0.99924011,-0.07598936
1,0.99996083,-0.00391661,0.99880926,-0.11907421,1.00218324,0.21832367,0.99885607,-0.11439254
2,1.00062737,0.06273658,0.99870805,-0.12919529,1.00194312,0.19431233,0.99889521,-0.11047914
3,1.00101541,0.10154112,0.99863264,-0.13673623,1.00137578,0.13757783,0.99927627,-0.07237282
4,1.00059409,0.05940927,0.99934989,-0.06501057,1.00061418,0.06141758,0.99964207,-0.03579316
5,1.00011776,0.01177604,0.99954230,-0.04576982,0.99998764,-0.00123637,0.99996822,-0.00317840
6,1.00006426,0.00642570,0.99974443,-0.02555677,1.00011786,0.01178600,1.00006027,0.00602658
7,1.00042377,0.04237669,0.99962990,-0.03701030,1.00018129,0.01812932,0.99947204,-0.05279578
8,0.99934466,-0.06553376,0.99962065,-0.03793499,1.00041362,0.04136150,0.99887710,-0.11228953
9,1.00006533,0.00653347,0.99983513,-0.01648736,1.00063740,0.06374009,0.99879482,-0.12051801
10,1.00018571,0.01857101,0.99972735,-0.02726536,1.00024553,0.02455334,0.99936137,-0.06386345
11,0.99976410,-0.02359006,1.00006524,0.00652373,0.99925051,-0.07494883,0.99983886,-0.01611448
12,0.99973697,-0.02630334,0.99975762,-0.02423813,0.99919710,-0.08028955,0.99999735,-0.00026535
13,0.99968151,-0.03184919,1.00021274,0.02127401,0.99972699,-0.02730073,0.99986591,-0.01340917
14,0.99936112,-0.06388800,1.00070314,0.07031439,1.00133370,0.13336988,0.99959781,-0.04021945
15,0.99943982,-0.05601790,1.00072284,0.07228448,1.00221088,0.22108825,0.99944260,-0.05573986
16,0.99943357,-0.05664256,1.00084298,0.08429786,1.00127960,0.12795958,0.99946882,-0.05311773
17,0.99924517,-0.07548275,1.00114944,0.11494373,1.00035793,0.03579329,0.99962037,-0.03796281
18,0.99942485,-0.05751461,1.00112408,0.11240757,0.99891854,-0.10814596,0.99996648,-0.00335159
19,0.99976699,-0.02330075,1.00083673,0.08367288,0.99740027,-0.25997327,0.99975576,-0.02442387
20,0.99953588,-0.04641202,1.00121751,0.12175096,0.99568671,-0.43132878,0.99974326,-0.02567448
21,0.99920327,-0.07967331,1.00189444,0.18944386,0.99929438,-0.07056189,0.99990939,-0.00906128
22,0.99912787,-0.08721299,1.00150447,0.15044747,1.00077063,0.07706260,1.00014581,0.01458059
23,0.99922459,-0.07754099,1.00196708,0.19670793,1.00115382,0.11538177,0.99984240,-0.01575980
24,0.99925869,-0.07413143,1.00148845,0.14884492,1.00101548,0.10154784,0.99974887,-0.02511330
25,0.99933463,-0.06653659,1.00139183,0.13918345,1.00005543,0.00554330,0.99985147,-0.01485267
26,0.99962313,-0.03768724,1.00071966,0.07196643,0.99933389,-0.06661142,0.99990560,-0.00943984
27,0.99951379,-0.04862147,1.00100151,0.10015053,0.99888407,-0.11159265,1.00003623,0.00362328
28,0.99979707,-0.02029334,1.00091978,0.09197832,0.99814547,-0.18545251,1.00022001,0.02200126
29,0.99978285,-0.02171458,1.00149877,0.14987738,0.99744098,-0.25590161,1.00033962,0.03396212
30,0.99966580,-0.03342035,1.00097325,0.09732464,0.99793437,-0.20656309,1.00045626,0.04562559
31,0.99977555,-0.02244547,1.00060019,0.06001926,0.99840511,-0.15948873,1.00076596,0.07659649
32,0.99981941,-0.01805866,1.00029411,0.02941077,0.99908748,-0.09125209,1.00093136,0.09313620
33,0.99992018,-0.00798174,0.99963396,-0.03660420,0.99945400,-0.05460030,1.00103750,0.10374992
34,1.00005901,0.00590112,0.99960249,-0.03975085,0.99981417,-0.01858288,1.00086897,0.08689663
35,1.00067336,0.06733601,0.99933426,-0.06657447,0.99998602,-0.00139815,1.00056788,0.05678849
36,1.00043877,0.04387695,0.99978733,-0.02126711,0.99998015,-0.00198460,1.00050528,0.05052792
37,1.00059801,0.05980080,0.99961411,-0.03858875,0.99956126,-0.04387442,1.00065618,0.06561830
38,1.00045329,0.04532947,0.99914485,-0.08551512,0.99937954,-0.06204623,1.00152776,0.15277632
39,1.00045987,0.04598655,0.99911598,-0.08840153,0.99968810,-0.03118997,1.00107881,0.10788110
40,1.00028701,0.02870073,0.99871149,-0.12885091,0.99992337,-0.00766344,1.00035499,0.03549851
41,1.00043854,0.04385373,0.99882443,-0.11755674,1.00043031,0.04303137,1.00019152,0.01915222
42,1.00044457,0.04445703,0.99844909,-0.15509123,1.00077961,0.07796063,1.00005618,0.00561809
43,1.00026433,0.02643305,0.99873146,-0.12685428,1.00082153,0.08215319,1.00028498,0.02849817
44,1.00064858,0.06485839,0.99836062,-0.16393799,1.00078398,0.07839801,1.00014028,0.01402845
45,1.00058931,0.05893142,0.99866477,-0.13352344,1.00081617,0.08161708,1.00080739,0.08073897
46,1.00061880,0.06187956,0.99920402,-0.07959805,1.00082848,0.08284809,1.00026996,0.02699581
47,1.00065528,0.06552801,0.99918379,-0.08162129,1.00119325,0.11932475,0.99975857,-0.02414312
