phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,1.00042641,0.04264089,1.00079117,0.07911693,0.99977708,-0.02229175,0.99967578,-0.03242161
1,1.00044022,0.04402237,1.00082582,0.08258154,1.00005272,0.00527166,0.99969534,-0.03046628
2,1.00042178,0.04217764,1.00074399,0.07439936,1.00064629,0.06462909,0.99965505,-0.03449539
3,1.00057063,0.05706325,1.00109596,0.10959609,1.00099847,0.09984733,0.99963201,-0.03679906
4,1.00013103,0.01310269,1.00080625,0.08062530,1.00127355,0.12735480,0.99956340,-0.04365999
5,1.00057592,0.05759182,1.00055143,0.05514281,1.00129925,0.12992543,0.99971919,-0.02808136
6,1.00070180,0.07017979,1.00032495,0.03249520,1.00122505,0.12250497,0.99996740,-0.00325996
7,1.00042335,0.04233527,0.99982952,-0.01704813,1.00107502,0.10750199,0.99985890,-0.01410966
8,1.00007655,0.00765525,0.99994511,-0.00548946,1.00121233,0.12123253,0.99950805,-0.04919488
9,0.99979136,-0.02086414,1.00001976,0.00197556,1.00149096,0.14909594,0.99944116,-0.05588406
10,0.99954410,-0.04558969,1.00034991,0.03499081,1.00150251,0.15025083,0.99952391,-0.04760866
11,0.99961334,-0.03866636,1.00005919,0.00591941,1.00174350,0.17435021,0.99967911,-0.03208896
12,0.99966972,-0.03302826,0.99983729,-0.01627083,1.00174209,0.17420879,0.99972996,-0.02700413
13,0.99947188,-0.05281236,0.99965298,-0.03470247,1.00087713,0.08771347,0.99978919,-0.02108131
14,0.99940391,-0.05960864,0.99927504,-0.07249636,1.00037940,0.03793960,0.99966572,-0.03342784
15,0.99933847,-0.06615324,0.99940872,-0.05912848,0.99998123,-0.00187661,1.00002103,0.00210293
16,0.99963104,-0.03689599,0.99916304,-0.08369592,0.99930400,-0.06959983,1.00057984,0.05798402
17,0.99944881,-0.05511861,0.99955398,-0.04460203,0.99971159,-0.02884091,1.00102316,0.10231582
18,0.99929058,-0.07094169,0.99902854,-0.09714582,1.00014082,0.01408157,1.00104015,0.10401538
19,0.99948448,-0.05155235,0.99893567,-0.10643294,0.99994768,-0.00523214,1.00083046,0.08304630
20,0.99954888,-0.04511220,0.99924666,-0.07533382,0.99976375,-0.02362527,1.00060692,0.06069227
21,0.99971630,-0.02836988,0.99915777,-0.08422266,0.99999868,-0.00013157,1.00077347,0.07734686
22,0.99991049,-0.00895095,0.99915717,-0.08428283,1.00086826,0.08682642,1.00064996,0.06499609
23,1.00001038,0.00103850,0.99890538,-0.10946203,1.00261372,0.26137184,1.00111360,0.11135984
24,0.99969102,-0.03089828,0.99893643,-0.10635699,1.00321469,0.32146922,1.00045181,0.04518059
25,0.99992628,-0.00737203,0.99890088,-0.10991160,1.00267569,0.26756863,1.00025605,0.02560475
26,0.99965861,-0.03413918,0.99945742,-0.05425814,1.00253266,0.25326632,1.00036934,0.03693366
27,0.99974036,-0.02596433,0.99951761,-0.04823920,1.00055427,0.05542657,1.00039849,0.03984908
28,0.99979820,-0.02017980,0.99955569,-0.04443142,0.99907361,-0.09263888,1.00061485,0.06148545
29,0.99990084,-0.00991647,0.99944072,-0.05592753,0.99694346,-0.30565370,1.00054997,0.05499717
30,0.99988230,-0.01176974,0.99942154,-0.05784588,0.99652579,-0.34742125,1.00033943,0.03394277
31,1.00002192,0.00219176,0.99967855,-0.03214513,0.99510929,-0.48907104,1.00017819,0.01781914
32,1.00020741,0.02074055,0.99968655,-0.03134456,0.99579053,-0.42094697,1.00013625,0.01362496
33,1.00030623,0.03062298,0.99974670,-0.02532960,0.99736339,-0.26366081,0.99970425,-0.02957519
34,1.00039517,0.03951681,0.99956283,-0.04371671,0.99870211,-0.12978900,0.99919970,-0.08002960
35,1.00042285,0.04228530,0.99973074,-0.02692644,0.99933983,-0.06601659,0.99892239,-0.10776054
36,1.00105263,0.10526343,0.99972701,-0.02729912,0.99962302,-0.03769805,0.99936764,-0.06323570
37,1.00004346,0.00434556,0.99986288,-0.01371185,1.00005246,0.00524596,0.99972427,-0.02757317
38,1.00081133,0.08113299,0.99996256,-0.00374386,1.00028464,0.02846380,1.00015189,0.01518878
39,1.00089736,0.08973644,1.00021291,0.02129065,0.99993277,-0.00672307,1.00016725,0.01672538
40,1.00049046,0.04904560,1.00040941,0.04094060,0.99946509,-0.05349096,1.00006301,0.00630117
41,1.00001038,0.00103850,1.00067359,0.06735928,0.99920441,-0.07955898,0.99981436,-0.01856412
42,0.99952650,-0.04734999,1.00110989,0.11098923,0.99876722,-0.12327823,0.99981842,-0.01815814
43,0.99966025,-0.03397502,1.00166291,0.16629075,0.99885407,-0.11459342,0.99968681,-0.03131875
44,1.00004667,0.00466690,1.00132059,0.13205894,0.99910828,-0.08917195,0.99971405,-0.02859478
45,0.99997897,-0.00210293,1.00188967,0.18896662,0.99951499,-0.04850050,0.99969349,-0.03065113
46,0.99982597,-0.01740349,1.00151689,0.15168883,0.99981101,-0.01889901,0.99950504,-0.04949644
47,1.00006341,0.00634131,1.00135074,0.13507391,0.99993164,-0.00683650,0.99943028,-0.05697170
