algorithm,sample_id,sample_type,source_event_id,is_augmented,target_wheels,event_time_s,detected_within_window,delay_s,false_alarm,pre_event_false_alarm,wrong_wheel_false_alarm,alarm_wheels,first_alarm_times_s,candidate_entries
quant_baseline,E04_event_025,event,E04,1,RR,39.55460977,True,0.8453902299999996,False,False,False,RR,RR:40.40000000,1
quant_baseline,E04_event_026,event,E04,1,RR,39.84768957,True,0.8423104299999977,False,False,False,RR,RR:40.69000000,1
quant_baseline,E04_event_027,event,E04,1,RR,39.73959739,True,0.8404026099999982,False,False,False,RR,RR:40.58000000,1
quant_baseline,E04_event_028,event,E04,1,RR,39.68098162,True,0.849018380000004,False,False,False,RR,RR:40.53000000,1
quant_baseline,E04_event_029,event,E04,1,RR,40.28762275,True,0.8423772500000055,False,False,False,RR,RR:41.13000000,1
quant_baseline,E04_event_030,event,E04,1,RR,40.49044561,True,0.8395543899999964,False,False,False,RR,RR:41.33000000,1
quant_baseline,E04_event_031,event,E04,1,RR,40.28070819,True,0.8392918099999989,False,False,False,RR,RR:41.12000000,1
quant_baseline,E04_event_032,event,E04,1,RR,40.08174119,True,0.8482588099999973,False,False,False,RR,RR:40.93000000,1
quant_baseline,E04_event_033,event,E04,1,RR,40.17398292,True,0.8460170800000029,False,False,False,RR,RR:41.02000000,1
quant_baseline,E04_event_034,event,E04,1,RR,39.63074896,True,0.8492510399999986,False,False,False,RR,RR:40.48000000,1
quant_baseline,E04_event_035,event,E04,1,RR,39.88357789,True,0.8464221099999989,False,False,False,RR,RR:40.73000000,1
quant_baseline,E04_event_036,event,E04,1,RR,40.13504787,True,0.8449521299999958,False,False,False,RR,RR:40.98000000,1
quant_baseline,E04_event_037,event,E04,1,RR,39.53432846,True,0.845671540000005,False,False,False,RR,RR:40.38000000,1
quant_baseline,E04_event_038,event,E04,1,RR,40.06642108,True,0.8435789199999988,False,False,False,RR,RR:40.91000000,1
quant_baseline,E04_event_039,event,E04,1,RR,40.29603785,True,0.843962150000003,False,False,False,RR,RR:41.14000000,1
quant_baseline,E04_event_040,event,E04,1,RR,39.64021986,True,0.8397801399999949,False,False,False,RR,RR:40.48000000,1
quant_baseline,E04_event_041,event,E04,1,RR,40.17534313,True,0.8446568700000014,False,False,False,RR,RR:41.02000000,1
quant_baseline,E04_event_042,event,E04,1,RR,39.56225099,True,0.847749009999994,False,False,False,RR,RR:40.41000000,1
quant_baseline,E04_event_043,event,E04,1,RR,40.01909011,True,0.8409098899999989,False,False,False,RR,RR:40.86000000,1
quant_baseline,E04_event_044,event,E04,1,RR,40.02587694,True,0.844123059999994,False,False,False,RR,RR:40.87000000,1
quant_baseline,E04_event_045,event,E04,1,RR,39.97026919,True,0.849730809999997,False,False,False,RR,RR:40.82000000,1
quant_baseline,E04_event_046,event,E04,1,RR,40.01698827,True,0.8430117300000006,False,False,False,RR,RR:40.86000000,1
