phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,1.00007469,0.00746923,1.00005309,0.00530923,1.00028465,0.02846495,0.99931641,-0.06835882
1,1.00056853,0.05685264,0.99982157,-0.01784344,0.99946540,-0.05345984,0.99919783,-0.08021706
2,1.00085802,0.08580237,0.99988075,-0.01192496,0.99946260,-0.05374024,0.99944054,-0.05594594
3,1.00080716,0.08071611,0.99991532,-0.00846818,0.99929009,-0.07099147,0.99974741,-0.02525850
4,1.00125966,0.12596596,1.00002483,0.00248322,0.99936904,-0.06309609,0.99974378,-0.02562175
5,1.00040696,0.04069606,0.99934204,-0.06579566,1.00018042,0.01804208,1.00045539,0.04553891
6,1.00073734,0.07373430,0.99933767,-0.06623307,1.00061761,0.06176059,1.00064430,0.06442972
7,1.00052896,0.05289596,0.99908119,-0.09188145,1.00038783,0.03878287,1.00029928,0.02992763
8,1.00001505,0.00150484,0.99895984,-0.10401613,1.00029171,0.02917082,0.99988234,-0.01176597
9,0.99967172,-0.03282835,0.99876323,-0.12367685,1.00085627,0.08562665,0.99977798,-0.02220225
10,0.99960374,-0.03962605,0.99870414,-0.12958640,1.00230028,0.23002831,0.99984914,-0.01508584
11,0.99965977,-0.03402259,0.99804018,-0.19598207,1.00372840,0.37283970,1.00008306,0.00830571
12,1.00005191,0.00519062,0.99856171,-0.14382891,1.00429074,0.42907418,0.99987523,-0.01247676
13,1.00010745,0.01074476,0.99917469,-0.08253078,1.00297816,0.29781639,0.99969312,-0.03068808
14,0.99976818,-0.02318244,0.99921991,-0.07800934,1.00147207,0.14720688,0.99996127,-0.00387349
15,0.99959857,-0.04014303,0.99899356,-0.10064372,0.99868003,-0.13199745,1.00047548,0.04754825
16,0.99968032,-0.03196845,0.99878938,-0.12106209,0.99569342,-0.43065779,1.00086368,0.08636778
17,0.99938947,-0.06105330,0.99836906,-0.16309415,0.99386050,-0.61394975,1.00101015,0.10101492
18,0.99897117,-0.10288323,0.99865912,-0.13408845,0.99512607,-0.48739287,1.00111848,0.11184844
19,0.99906008,-0.09399231,0.99900694,-0.09930643,0.99772569,-0.22743062,1.00087371,0.08737064
20,0.99911434,-0.08856551,0.99902772,-0.09722770,0.99898137,-0.10186280,1.00086884,0.08688390
21,0.99956235,-0.04376525,0.99894614,-0.10538610,0.99934046,-0.06595450,1.00098869,0.09886923
22,0.99954911,-0.04508869,0.99904634,-0.09536615,0.99993055,-0.00694513,1.00164992,0.16499168
23,0.99951037,-0.04896324,0.99922451,-0.07754900,1.00056509,0.05650939,1.00131264,0.13126351
24,0.99958410,-0.04159045,0.99955583,-0.04441660,1.00065686,0.06568644,1.00023388,0.02338793
25,0.99955466,-0.04453385,0.99967043,-0.03295686,0.99971657,-0.02834263,0.99996734,-0.00326604
26,0.99947164,-0.05283630,0.99994553,-0.00544700,0.99917214,-0.08278578,0.99980213,-0.01978718
27,0.99965093,-0.03490679,0.99976158,-0.02384231,0.99877202,-0.12279776,0.99961993,-0.03800658
28,0.99981808,-0.01819206,1.00013065,0.01306545,0.99967728,-0.03227172,0.99940987,-0.05901285
29,0.99942132,-0.05786773,1.00079811,0.07981123,1.00000874,0.00087378,0.99930092,-0.06990813
30,0.99972659,-0.02734091,1.00089309,0.08930890,1.00000158,0.00015775,0.99930367,-0.06963294
31,0.99924358,-0.07564241,1.00085755,0.08575500,0.99964795,-0.03520523,0.99957654,-0.04234632
32,0.99951122,-0.04887850,1.00144080,0.14408037,0.99972502,-0.02749774,0.99936965,-0.06303470
33,0.99951447,-0.04855268,1.00117686,0.11768595,0.99900358,-0.09964175,0.99869121,-0.13087947
34,0.99970896,-0.02910407,1.00123698,0.12369845,0.99862724,-0.13727622,0.99826850,-0.17315049
35,0.99981517,-0.01848302,1.00150804,0.15080383,0.99879174,-0.12082555,0.99867914,-0.13208645
36,1.00021490,0.02148976,1.00179289,0.17928916,0.99903675,-0.09632517,0.99978240,-0.02175968
37,1.00069931,0.06993093,1.00181002,0.18100188,0.99992249,-0.00775124,1.00037627,0.03762738
38,1.00108491,0.10849118,1.00209819,0.20981856,1.00051179,0.05117941,1.00117776,0.11777556
39,1.00115029,0.11502929,1.00149699,0.14969878,1.00110114,0.11011406,1.00065398,0.06539835
40,1.00091317,0.09131712,1.00123053,0.12305272,1.00129263,0.12926304,0.99983338,-0.01666192
41,1.00184519,0.18451904,1.00076188,0.07618823,1.00133896,0.13389560,0.99967212,-0.03278840
42,0.99950562,-0.04943815,1.00080904,0.08090417,1.00121486,0.12148551,0.99983677,-0.01632323
43,1.00036211,0.03621066,1.00091203,0.09120277,1.00117817,0.11781674,1.00014054,0.01405393
44,1.00075488,0.07548797,1.00123547,0.12354682,1.00126137,0.12613688,1.00000495,0.00049535
45,1.00027524,0.02752406,1.00096904,0.09690406,1.00170453,0.17045291,0.99989685,-0.01031542
46,0.99976971,-0.02302871,1.00066918,0.06691767,1.00152129,0.15212873,0.99955893,-0.04410714
47,0.99984905,-0.01509478,1.00029637,0.02963734,1.00123686,0.12368568,0.99971463,-0.02853745
