wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,226290,40.40821839,40.22319796,0.28223922,0.44202942,0.80534018,raw_reference
1,226361,40.36741560,40.19026524,0.29146347,0.47671840,0.85521585,raw_reference
2,226267,40.34565176,40.16970967,0.34800220,0.65678744,0.91106548,raw_reference
3,226332,40.29868775,40.14096716,0.25950886,0.37957714,0.69936823,raw_reference
0,226290,40.40821778,40.22428666,0.27936326,0.43466307,0.79818708,phase_corrected
1,226361,40.36741246,40.19229063,0.28663022,0.46791770,0.84590302,phase_corrected
2,226267,40.34563216,40.17107793,0.30877427,0.56374753,0.86783071,phase_corrected
3,226332,40.29868225,40.13870187,0.25282303,0.36311456,0.68925530,phase_corrected
0,226290,40.26848339,40.09025507,1.38899377,2.25563910,2.74070077,reference_compensation_on
1,226361,40.21206439,40.05090073,1.51978573,2.47718383,2.98388537,reference_compensation_on
2,226267,40.24658377,40.07951436,0.86117749,1.60393125,2.05365072,reference_compensation_on
3,226332,40.14801717,40.00194374,1.20000829,2.23628886,2.72617665,reference_compensation_on
0,226290,40.54650425,40.36791547,1.34019729,2.22553698,2.70435063,reference_plus_or_diagnostic
1,226361,40.52115136,40.35547032,1.48170589,2.43925234,2.93881470,reference_plus_or_diagnostic
2,226267,40.44423875,40.28096027,0.85005325,1.60816844,1.92774197,reference_plus_or_diagnostic
3,226332,40.44790624,40.29749427,1.18283825,2.21023133,2.69523197,reference_plus_or_diagnostic
