wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,166679,37.27246601,38.40202246,0.63816697,0.99827851,2.58719698,raw_reference
1,166621,37.25355112,38.40953459,0.63050013,0.98425409,2.43018714,raw_reference
2,166637,37.25534526,38.37575312,0.63894669,0.96150221,2.26747322,raw_reference
3,166557,37.24682323,38.39075977,0.59443242,0.87680783,2.17818362,raw_reference
0,166679,37.27246427,38.40434718,0.63766490,0.99909819,2.58766757,phase_corrected
1,166621,37.25354919,38.40658284,0.63092459,0.99046724,2.44202506,phase_corrected
2,166637,37.25532727,38.38267774,0.63224873,0.95235930,2.25246545,phase_corrected
3,166557,37.24682037,38.39048803,0.59425400,0.88015818,2.18282023,phase_corrected
0,166679,37.13900370,38.21145098,1.59642313,2.33577284,3.36637710,reference_compensation_on
1,166621,37.03775793,38.09283943,2.16743465,3.66929060,4.45305790,reference_compensation_on
2,166637,37.12027665,38.18544163,1.65355829,2.46121656,3.36564957,reference_compensation_on
3,166557,37.12445191,38.22260869,1.52575411,2.27932859,3.20259552,reference_compensation_on
0,166679,37.40476440,38.48481789,1.47981072,2.31056606,3.36241142,reference_plus_or_diagnostic
1,166621,37.46585694,38.51690272,2.05902659,3.58091063,4.29615769,reference_plus_or_diagnostic
2,166637,37.38865534,38.45843519,1.56124625,2.42317125,3.25781938,reference_plus_or_diagnostic
3,166557,37.36814938,38.46596941,1.43645859,2.24108448,3.08310885,reference_plus_or_diagnostic
