wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,221301,36.80680493,37.43913449,0.42886191,0.39258034,0.72618759,raw_reference
1,221020,36.79504082,37.37321739,0.61549644,0.42201824,0.77833404,raw_reference
2,221249,36.74312777,37.38567038,0.49046026,0.63347270,0.87249126,raw_reference
3,220967,36.72627063,37.31462198,0.54474021,0.33302475,0.60484359,raw_reference
0,221301,36.80680970,37.44050071,0.42543883,0.37791851,0.71147564,phase_corrected
1,221020,36.79504841,37.37147541,0.61151437,0.40722449,0.76644683,phase_corrected
2,221249,36.74309064,37.38465043,0.45462582,0.46099612,0.85076326,phase_corrected
3,220967,36.72627144,37.31428063,0.54098006,0.31155814,0.59522910,phase_corrected
0,221301,36.68520185,37.29690205,1.12225104,1.91705423,2.29816220,reference_compensation_on
1,221020,36.66034152,37.24031121,1.52917549,2.15427380,2.54340243,reference_compensation_on
2,221249,36.52527510,37.10308784,2.15918008,3.54716981,4.20328392,reference_compensation_on
3,220967,36.58281605,37.16277862,1.56963670,2.44612216,2.79219713,reference_compensation_on
0,221301,36.92761429,37.55370390,1.10220789,1.89393939,2.26999838,reference_plus_or_diagnostic
1,221020,36.92868943,37.50707562,1.48044988,2.12099720,2.50715177,reference_plus_or_diagnostic
2,221249,36.95783138,37.56088778,2.09960316,3.48306720,4.10597790,reference_plus_or_diagnostic
3,220967,36.86876421,37.45341742,1.49955767,2.39965505,2.74327399,reference_plus_or_diagnostic
