phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,0.99954890,-0.04510954,0.99946931,-0.05306854,1.00110276,0.11027641,0.99967867,-0.03213295
1,0.99959859,-0.04014078,0.99971126,-0.02887401,1.00089636,0.08963571,0.99924431,-0.07556914
2,0.99980386,-0.01961400,1.00023855,0.02385463,1.00037774,0.03777416,0.99921587,-0.07841337
3,1.00004270,0.00426956,0.99906975,-0.09302457,1.00149659,0.14965931,0.99961165,-0.03883474
4,1.00037198,0.03719785,0.99940287,-0.05971349,1.00258376,0.25837611,0.99973042,-0.02695782
5,1.00033240,0.03323974,0.99912487,-0.08751280,1.00224767,0.22476674,0.99982756,-0.01724402
6,0.99966915,-0.03308533,0.99895726,-0.10427450,1.00202009,0.20200922,1.00015846,0.01584599
7,0.99909092,-0.09090762,0.99843998,-0.15600196,1.00139661,0.13966100,0.99973654,-0.02634557
8,0.99907243,-0.09275651,0.99820747,-0.17925262,0.99992516,-0.00748351,0.99995565,-0.00443530
9,0.99907418,-0.09258190,0.99782882,-0.21711770,0.99953704,-0.04629637,1.00046070,0.04607021
10,0.99892281,-0.10771892,0.99887632,-0.11236798,0.99964027,-0.03597331,1.00072983,0.07298313
11,0.99912774,-0.08722593,1.00027047,0.02704703,0.99898293,-0.10170661,0.99995023,-0.00497656
12,0.99928764,-0.07123628,1.00014714,0.01471398,1.00012032,0.01203238,0.99973812,-0.02618844
13,0.99986723,-0.01327668,0.99962729,-0.03727075,1.00138646,0.13864601,0.99967706,-0.03229359
14,0.99995872,-0.00412755,0.99902831,-0.09716903,1.00089840,0.08984037,1.00009032,0.00903200
15,0.99937278,-0.06272242,0.99868805,-0.13119456,0.99955321,-0.04467936,1.00001752,0.00175246
16,0.99931892,-0.06810800,0.99905389,-0.09461142,0.99948509,-0.05149145,0.99990258,-0.00974215
17,0.99958877,-0.04112252,0.99926642,-0.07335838,1.00130406,0.13040607,0.99999067,-0.00093301
18,0.99946601,-0.05339863,0.99964773,-0.03522722,1.00483387,0.48338697,1.00074973,0.07497324
19,0.99949241,-0.05075867,0.99960182,-0.03981831,1.00568136,0.56813612,1.00122757,0.12275748
20,1.00010720,0.01072015,0.99983583,-0.01641706,1.00406177,0.40617726,1.00147058,0.14705792
21,0.99990158,-0.00984184,0.99980256,-0.01974419,1.00092448,0.09244804,1.00135161,0.13516108
22,0.99997137,-0.00286270,0.99975840,-0.02415964,0.99792419,-0.20758080,1.00100070,0.10007028
23,0.99971454,-0.02854617,0.99953752,-0.04624773,0.99483813,-0.51618669,1.00058591,0.05859130
24,0.99937531,-0.06246929,0.99967674,-0.03232611,0.99187189,-0.81281147,1.00088828,0.08882765
25,0.99994880,-0.00511975,0.99938100,-0.06190041,0.99212243,-0.78775705,1.00086775,0.08677467
26,1.00050742,0.05074246,1.00022147,0.02214657,0.99682463,-0.31753691,1.00264678,0.26467762
27,1.00050204,0.05020406,1.00160966,0.16096649,0.99985432,-0.01456835,1.00093468,0.09346791
28,1.00034774,0.03477366,1.00142748,0.14274826,1.00061750,0.06174959,0.99955003,-0.04499656
29,1.00094356,0.09435645,1.00100807,0.10080702,1.00058917,0.05891742,0.99981287,-0.01871310
30,1.00111732,0.11173205,1.00172692,0.17269249,0.99970185,-0.02981471,1.00005436,0.00543588
31,1.00103949,0.10394883,1.00136030,0.13603005,0.99954032,-0.04596763,1.00040994,0.04099375
32,1.00050671,0.05067062,1.00107152,0.10715230,0.99913958,-0.08604193,1.00000519,0.00051908
33,1.00185127,0.18512713,1.00075805,0.07580493,0.99876382,-0.12361812,0.99993499,-0.00650124
34,1.00010637,0.01063743,1.00146753,0.14675287,0.99766968,-0.23303241,0.99969111,-0.03088916
35,0.99941077,-0.05892331,1.00152659,0.15265893,0.99829437,-0.17056330,0.99962290,-0.03770972
36,1.00132164,0.13216442,1.00157630,0.15763012,0.99938598,-0.06140172,0.99860780,-0.13921957
37,1.00127966,0.12796638,1.00065054,0.06505415,0.99972920,-0.02707989,0.99788805,-0.21119473
38,1.00002745,0.00274533,1.00072280,0.07228000,0.99957848,-0.04215181,0.99786282,-0.21371781
39,0.99960719,-0.03928134,1.00037278,0.03727793,0.99982665,-0.01733523,0.99918635,-0.08136456
40,0.99939312,-0.06068799,1.00035851,0.03585134,1.00007809,0.00780863,0.99974166,-0.02583423
41,0.99981683,-0.01831741,1.00044644,0.04464364,1.00035522,0.03552213,1.00030547,0.03054703
42,1.00067721,0.06772118,1.00094783,0.09478321,1.00017520,0.01751977,1.00002872,0.00287247
43,1.00015526,0.01552583,1.00084280,0.08427970,1.00027614,0.02761447,0.99951637,-0.04836340
44,1.00039539,0.03953860,1.00020730,0.02072966,1.00028308,0.02830794,0.99900525,-0.09947503
45,1.00081734,0.08173443,1.00004672,0.00467163,1.00116383,0.11638303,0.99930431,-0.06956923
46,1.00036733,0.03673311,0.99973777,-0.02622341,1.00154220,0.15421965,0.99984126,-0.01587421
47,0.99978192,-0.02180816,0.99926299,-0.07370052,1.00139804,0.13980415,1.00019078,0.01907807
