wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,255770,44.38610964,45.52636950,0.56198160,0.45153838,1.65788228,raw_reference
1,255848,44.32689442,45.46706978,0.56572109,0.47498326,1.65853158,raw_reference
2,255623,44.30764171,45.43156404,0.61170434,0.69479749,1.64962825,raw_reference
3,255685,44.25324174,45.36202861,0.55469953,0.41949660,1.60126195,raw_reference
0,255770,44.38611151,45.53025829,0.56164078,0.44968439,1.65006522,phase_corrected
1,255848,44.32689658,45.47097822,0.56385112,0.46857351,1.65175945,phase_corrected
2,255623,44.30764697,45.42998916,0.61092757,0.69573314,1.65117574,phase_corrected
3,255685,44.25323515,45.36137729,0.55440976,0.41640681,1.59300890,phase_corrected
0,255770,44.23676481,45.38365362,1.21673304,2.14985974,2.64412746,reference_compensation_on
1,255848,43.86228326,45.08341447,3.38961580,6.56927488,7.23013727,reference_compensation_on
2,255623,44.12496806,45.27312448,1.60990544,2.55509809,3.60695027,reference_compensation_on
3,255685,44.04343474,45.18066922,1.75525584,2.80762901,3.41477547,reference_compensation_on
0,255770,44.53404549,45.69988150,1.15623732,2.10441334,2.57078786,reference_plus_or_diagnostic
1,255848,44.77974807,45.98215295,3.25466752,6.26736861,6.87986957,reference_plus_or_diagnostic
2,255623,44.48818298,45.63747717,1.53641660,2.48303350,3.48199673,reference_plus_or_diagnostic
3,255685,44.46010138,45.60964944,1.66125672,2.74703941,3.30598701,reference_plus_or_diagnostic
