phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,1.00012016,0.01201614,0.99970300,-0.02969953,0.99993817,-0.00618255,1.00001990,0.00198985
1,0.99999653,-0.00034696,0.99962632,-0.03736826,1.00009374,0.00937396,1.00002145,0.00214453
2,0.99999723,-0.00027664,0.99981900,-0.01810037,0.99993616,-0.00638420,0.99995281,-0.00471891
3,0.99993564,-0.00643594,0.99984047,-0.01595253,0.99982245,-0.01775540,0.99994229,-0.00577105
4,0.99991644,-0.00835646,0.99964667,-0.03533289,0.99987703,-0.01229662,0.99992801,-0.00719891
5,1.00001578,0.00157774,0.99951041,-0.04895866,1.00045855,0.04585515,0.99974703,-0.02529720
6,1.00013916,0.01391645,0.99916386,-0.08361428,1.00075190,0.07519027,0.99965398,-0.03460230
7,1.00010004,0.01000403,0.99918699,-0.08130069,1.00119042,0.11904202,0.99944878,-0.05512189
8,1.00018167,0.01816682,0.99923491,-0.07650876,1.00130484,0.13048389,0.99930840,-0.06916044
9,0.99995522,-0.00447822,0.99952576,-0.04742411,1.00072006,0.07200563,0.99954491,-0.04550907
10,0.99980406,-0.01959410,0.99961324,-0.03867608,0.99983621,-0.01637926,0.99991820,-0.00818028
11,0.99978346,-0.02165427,0.99931371,-0.06862860,1.00018706,0.01870605,1.00011283,0.01128276
12,0.99987608,-0.01239221,0.99940927,-0.05907331,1.00054711,0.05471142,1.00000938,0.00093770
13,0.99972795,-0.02720522,0.99934354,-0.06564613,1.00044954,0.04495441,0.99988873,-0.01112693
14,0.99974457,-0.02554329,0.99946945,-0.05305498,1.00003628,0.00362778,0.99995496,-0.00450378
15,1.00002231,0.00223142,0.99941870,-0.05813027,0.99969197,-0.03080263,1.00000424,0.00042436
16,1.00016039,0.01603928,0.99947427,-0.05257325,0.99954006,-0.04599390,1.00012173,0.01217276
17,1.00008752,0.00875153,0.99935399,-0.06460053,0.99971990,-0.02801033,1.00025986,0.02598639
18,1.00001578,0.00157774,0.99952048,-0.04795209,0.99986420,-0.01357987,1.00021934,0.02193368
19,1.00015995,0.01599491,0.99990267,-0.00973312,0.99976318,-0.02368154,0.99993137,-0.00686323
20,0.99993989,-0.00601053,0.99992858,-0.00714158,0.99935637,-0.06436282,0.99991691,-0.00830862
21,1.00028304,0.02830372,1.00001785,0.00178453,0.99932487,-0.06751266,0.99980931,-0.01906888
22,1.00040716,0.04071553,0.99990943,-0.00905707,0.99941017,-0.05898278,0.99990401,-0.00959851
23,1.00027271,0.02727067,0.99993567,-0.00643323,0.99938893,-0.06110684,0.99996118,-0.00388210
24,1.00012187,0.01218705,1.00008406,0.00840625,0.99931641,-0.06835909,0.99987290,-0.01270980
25,0.99995190,-0.00480989,1.00016029,0.01602918,0.99930360,-0.06963957,0.99997719,-0.00228091
26,0.99997926,-0.00207396,1.00040144,0.04014363,0.99941093,-0.05890691,1.00011107,0.01110733
27,0.99988063,-0.01193713,1.00047590,0.04758968,0.99941497,-0.05850284,0.99996921,-0.00307923
28,0.99997197,-0.00280349,1.00053016,0.05301641,0.99940701,-0.05929897,0.99983600,-0.01640029
29,1.00001104,0.00110430,1.00042410,0.04241033,0.99939800,-0.06019984,0.99979393,-0.02060670
30,1.00010609,0.01060901,1.00060305,0.06030480,0.99954960,-0.04504038,0.99976564,-0.02343566
31,1.00027391,0.02739058,1.00046440,0.04643980,0.99972830,-0.02717000,0.99989009,-0.01099050
32,1.00034305,0.03430465,1.00054535,0.05453544,1.00000242,0.00024185,0.99995881,-0.00411871
33,1.00031004,0.03100383,1.00059003,0.05900262,1.00026892,0.02689155,0.99987271,-0.01272935
34,1.00040494,0.04049385,1.00081319,0.08131918,1.00057879,0.05787945,0.99981154,-0.01884621
35,1.00035060,0.03505976,1.00090374,0.09037410,1.00056111,0.05611147,0.99977882,-0.02211803
36,1.00036696,0.03669562,1.00063143,0.06314258,1.00040008,0.04000762,0.99990705,-0.00929538
37,1.00021031,0.02103126,1.00060224,0.06022354,1.00002733,0.00273296,1.00026956,0.02695613
38,1.00003050,0.00305022,1.00063161,0.06316100,1.00005965,0.00596512,1.00063732,0.06373224
39,1.00006605,0.00660522,1.00071026,0.07102649,1.00027445,0.02744527,1.00058875,0.05887526
40,0.99996854,-0.00314565,1.00049333,0.04933326,1.00068620,0.06862033,1.00047153,0.04715303
41,0.99958150,-0.04184960,1.00042015,0.04201522,1.00064064,0.06406445,1.00041286,0.04128560
42,0.99940690,-0.05931050,1.00037633,0.03763299,1.00046468,0.04646787,1.00048635,0.04863471
43,0.99921571,-0.07842941,1.00016865,0.01686478,0.99999410,-0.00059031,1.00066880,0.06688013
44,0.99940761,-0.05923942,1.00024446,0.02444594,0.99982621,-0.01737929,1.00033254,0.03325396
45,0.99968807,-0.03119324,1.00002909,0.00290912,0.99991205,-0.00879517,1.00009419,0.00941898
46,0.99979151,-0.02084867,1.00011562,0.01156174,0.99982609,-0.01739059,1.00007671,0.00767146
47,0.99991833,-0.00816654,0.99971288,-0.02871230,0.99973926,-0.02607418,0.99983682,-0.01631799
