wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,400603,89.51793895,91.37393870,4.35151142,0.27497213,8.13129271,raw_reference
1,287070,84.02489849,87.70918515,6.75759636,0.44386289,33.23378219,raw_reference
2,411759,89.48127269,91.33750571,5.20407031,0.46044929,21.10218936,raw_reference
3,298623,84.48187201,87.99556874,5.80373380,0.32609704,27.07239422,raw_reference
0,400603,89.51793768,91.37062801,4.35145276,0.27337028,8.13723006,phase_corrected
1,287070,84.02489915,87.71228117,6.75681836,0.45607797,33.25715287,phase_corrected
2,411759,89.48127680,91.33089047,5.20195818,0.44702580,21.03423143,phase_corrected
3,298623,84.48187010,87.99781010,5.80366366,0.32668572,27.06020533,phase_corrected
0,400603,89.01439850,90.96573586,4.70977675,3.03411792,8.94112897,reference_compensation_on
1,287070,83.21243346,86.48398842,7.27693713,5.86652370,34.43803452,reference_compensation_on
2,411759,89.08659093,91.02899437,5.39468184,2.54534506,21.57357176,reference_compensation_on
3,298623,83.99688359,87.26646260,6.06065545,3.21809306,26.97085642,reference_compensation_on
0,400603,90.00174866,91.97007501,4.68693056,2.97436339,8.88995921,reference_plus_or_diagnostic
1,287070,84.80056678,88.06322511,7.19141511,5.63200369,34.83328328,reference_plus_or_diagnostic
2,411759,89.86457422,91.82261322,5.38063754,2.48914496,21.28775218,reference_plus_or_diagnostic
3,298623,84.94906159,88.24698465,6.03196321,3.14293500,27.07090149,reference_plus_or_diagnostic
