phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,0.99982080,-0.01792010,1.00035490,0.03548952,0.99978098,-0.02190164,0.99971474,-0.02852635
1,0.99968572,-0.03142767,1.00005697,0.00569743,0.99926768,-0.07323180,1.00000663,0.00066336
2,0.99958263,-0.04173687,1.00023897,0.02389662,0.99873998,-0.12600198,1.00012843,0.01284267
3,0.99978650,-0.02135050,0.99996349,-0.00365132,0.99862872,-0.13712846,1.00011628,0.01162803
4,0.99954088,-0.04591154,0.99978930,-0.02107027,0.99891360,-0.10864048,1.00002418,0.00241799
5,0.99972380,-0.02762020,0.99985879,-0.01412087,0.99926996,-0.07300400,0.99957583,-0.04241734
6,0.99995098,-0.00490244,0.99982894,-0.01710583,0.99938352,-0.06164775,0.99966438,-0.03356232
7,0.99995979,-0.00402053,0.99997819,-0.00218114,0.99972255,-0.02774550,0.99978002,-0.02199755
8,1.00010672,0.01067152,0.99994078,-0.00592207,1.00041413,0.04141252,1.00002237,0.00223729
9,1.00010708,0.01070772,0.99988488,-0.01151250,1.00063526,0.06352626,0.99995817,-0.00418276
10,0.99977950,-0.02204980,0.99997983,-0.00201667,1.00036047,0.03604723,0.99979844,-0.02015569
11,0.99997353,-0.00264737,0.99979707,-0.02029338,0.99994785,-0.00521512,0.99947969,-0.05203111
12,1.00009289,0.00928900,0.99983826,-0.01617415,0.99948780,-0.05121971,0.99962046,-0.03795397
13,0.99984746,-0.01525411,0.99987479,-0.01252099,0.99875150,-0.12484977,0.99949326,-0.05067381
14,0.99984032,-0.01596840,0.99971372,-0.02862815,0.99851968,-0.14803207,0.99953243,-0.04675718
15,1.00010223,0.01022283,0.99973552,-0.02644800,0.99885280,-0.11472007,0.99960561,-0.03943888
16,0.99992750,-0.00725007,1.00009702,0.00970233,0.99953990,-0.04600978,0.99966090,-0.03390994
17,1.00000055,0.00005468,1.00014854,0.01485430,1.00001225,0.00122532,0.99972559,-0.02744103
18,0.99990496,-0.00950391,1.00012906,0.01290644,1.00014803,0.01480302,1.00009324,0.00932355
19,0.99989061,-0.01093864,0.99990479,-0.00952094,1.00024079,0.02407860,1.00018074,0.01807415
20,0.99992430,-0.00756956,0.99986720,-0.01328023,1.00014689,0.01468852,0.99996099,-0.00390084
21,1.00019370,0.01937000,1.00001143,0.00114341,1.00046962,0.04696216,0.99987010,-0.01298956
22,1.00010184,0.01018411,0.99975477,-0.02452283,1.00050185,0.05018455,0.99985235,-0.01476486
23,0.99990161,-0.00983928,0.99993440,-0.00655981,1.00076881,0.07688062,0.99986481,-0.01351904
24,0.99994961,-0.00503879,0.99976610,-0.02339042,1.00088726,0.08872563,1.00000284,0.00028435
25,1.00015885,0.01588499,0.99987187,-0.01281319,1.00062079,0.06207878,0.99993135,-0.00686519
26,1.00020193,0.02019329,0.99986764,-0.01323628,0.99986114,-0.01388570,0.99973987,-0.02601251
27,1.00011363,0.01136307,0.99998564,-0.00143582,0.99960766,-0.03923360,0.99989493,-0.01050745
28,1.00036017,0.03601697,0.99999387,-0.00061299,0.99968820,-0.03117968,1.00026940,0.02694037
29,1.00004540,0.00453999,0.99981020,-0.01898010,0.99993943,-0.00605686,1.00068435,0.06843534
30,0.99992293,-0.00770749,0.99986348,-0.01365169,1.00000240,0.00023969,1.00057331,0.05733111
31,1.00054462,0.05446167,0.99979178,-0.02082198,1.00032423,0.03242345,1.00036613,0.03661326
32,1.00050001,0.05000089,1.00012412,0.01241221,1.00053088,0.05308779,1.00034174,0.03417401
33,0.99994075,-0.00592468,1.00041906,0.04190647,1.00068868,0.06886756,1.00023440,0.02344013
34,0.99995619,-0.00438105,0.99995258,-0.00474178,1.00030515,0.03051475,1.00031995,0.03199510
35,0.99991556,-0.00844367,1.00034428,0.03442782,1.00006051,0.00605051,1.00062517,0.06251727
36,0.99993633,-0.00636669,1.00029797,0.02979674,1.00025528,0.02552760,1.00046005,0.04600453
37,0.99999194,-0.00080619,1.00022487,0.02248697,1.00011279,0.01127866,1.00000660,0.00065985
38,0.99996318,-0.00368210,1.00010809,0.01080909,1.00004965,0.00496542,0.99997197,-0.00280332
39,0.99984806,-0.01519435,1.00017505,0.01750534,1.00073649,0.07364855,0.99993115,-0.00688492
40,1.00015556,0.01555565,1.00007301,0.00730093,1.00086813,0.08681298,0.99995032,-0.00496826
41,1.00017405,0.01740504,1.00029637,0.02963680,1.00024871,0.02487089,1.00002942,0.00294242
42,1.00013861,0.01386053,1.00018067,0.01806689,1.00015272,0.01527181,1.00012674,0.01267355
43,1.00036477,0.03647714,1.00015386,0.01538604,1.00029928,0.02992789,1.00012821,0.01282085
44,0.99986708,-0.01329167,1.00014311,0.01431139,1.00068615,0.06861534,1.00039373,0.03937276
45,0.99998151,-0.00184874,0.99987210,-0.01279017,1.00073215,0.07321525,1.00040257,0.04025720
46,1.00015819,0.01581893,0.99997741,-0.00225917,1.00076299,0.07629890,1.00008778,0.00877832
47,1.00006518,0.00651839,1.00002526,0.00252600,1.00007474,0.00747371,0.99979836,-0.02016354
