wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,298195,37.74390623,38.01908042,0.60992322,0.66290736,2.40462669,raw_reference
1,298074,37.72392167,38.00804120,0.60961899,0.68428510,2.45168136,raw_reference
2,297821,37.71475464,38.00436289,0.62737380,0.77177508,2.40265987,raw_reference
3,297822,37.68092790,37.96761884,0.58757165,0.58660410,2.33898255,raw_reference
0,298195,37.74390654,38.02080755,0.60986016,0.66016798,2.40414570,phase_corrected
1,298074,37.72392054,38.00527359,0.60941562,0.68442306,2.45556616,phase_corrected
2,297821,37.71475081,38.00379240,0.62495980,0.76337240,2.39270114,phase_corrected
3,297822,37.68092778,37.96622370,0.58727129,0.58423212,2.34016696,phase_corrected
0,298195,37.71178575,37.99700839,1.02362014,0.89496510,2.59454795,reference_compensation_on
1,298074,37.71426723,37.99700839,0.96000282,0.78442925,2.52808318,reference_compensation_on
2,297821,37.68981941,37.97863459,1.01363788,0.96715386,2.52930144,reference_compensation_on
3,297822,37.68610522,37.96761884,0.93993381,0.62955600,2.39752726,reference_compensation_on
0,298195,37.77575843,38.04486356,0.97124117,0.88881231,2.40477956,reference_plus_or_diagnostic
1,298074,37.73345277,38.01172023,0.92301276,0.78298228,2.49003195,reference_plus_or_diagnostic
2,297821,37.73937256,38.02276159,0.98975949,0.97209925,2.44922517,reference_plus_or_diagnostic
3,297822,37.67564928,37.96027856,0.91388390,0.63382453,2.39624840,reference_plus_or_diagnostic
