wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,153945,32.77944768,32.76588083,0.71189228,0.75500144,3.03803689,raw_reference
1,153914,32.75932931,32.72492347,0.73522920,0.80022041,2.92235788,raw_reference
2,153806,32.78908445,32.78229249,0.73870171,0.85172888,2.91145274,raw_reference
3,153800,32.76706119,32.74948559,0.71499679,0.69917370,2.91359020,raw_reference
0,153945,32.77944918,32.76558792,0.71156478,0.75424891,3.04191848,phase_corrected
1,153914,32.75932878,32.72697353,0.73478060,0.80057565,2.92761817,phase_corrected
2,153806,32.78907446,32.78645320,0.73134587,0.81402147,2.90241454,phase_corrected
3,153800,32.76706022,32.74733314,0.71367614,0.69494671,2.90330677,phase_corrected
0,153945,32.76211575,32.74948559,0.83837047,1.07613646,3.10711661,reference_compensation_on
1,153914,32.73752309,32.70993148,1.24378242,0.91910207,3.02425428,reference_compensation_on
2,153806,32.77641270,32.76861496,1.25773268,1.11305065,3.02590080,reference_compensation_on
3,153800,32.75966569,32.73856454,1.22133372,0.81899786,2.98351094,reference_compensation_on
0,153945,32.79636181,32.77818803,0.80840380,1.07032721,3.06672925,reference_plus_or_diagnostic
1,153914,32.78099738,32.75358286,1.22734249,0.91772827,2.99100293,reference_plus_or_diagnostic
2,153806,32.80141331,32.79050448,1.16692780,1.10019365,3.04699394,reference_plus_or_diagnostic
3,153800,32.77418086,32.75221699,1.20679148,0.81692798,3.03267540,reference_plus_or_diagnostic
