phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,1.00000102,0.00010236,1.00029586,0.02958615,0.99938520,-0.06147968,0.99972973,-0.02702713
1,1.00033157,0.03315652,1.00009214,0.00921426,0.99763356,-0.23664411,0.99977320,-0.02268019
2,1.00017019,0.01701906,0.99986060,-0.01394035,0.99641940,-0.35805997,0.99975156,-0.02484372
3,1.00014572,0.01457235,0.99975346,-0.02465364,0.99599097,-0.40090278,0.99992329,-0.00767106
4,1.00055039,0.05503912,0.99984992,-0.01500782,0.99753507,-0.24649325,1.00032263,0.03226255
5,1.00017104,0.01710378,1.00022298,0.02229777,0.99896343,-0.10365696,1.00047691,0.04769094
6,1.00055278,0.05527781,0.99995271,-0.00472917,0.99992971,-0.00702864,0.99992176,-0.00782410
7,1.00067035,0.06703534,1.00057007,0.05700715,1.00050985,0.05098521,0.99993573,-0.00642683
8,1.00043928,0.04392840,1.00056503,0.05650276,1.00078461,0.07846136,0.99999240,-0.00075990
9,0.99960667,-0.03933258,1.00015870,0.01586994,1.00068253,0.06825320,1.00020212,0.02021250
10,1.00021232,0.02123159,1.00015295,0.01529518,1.00033932,0.03393150,1.00017833,0.01783320
11,0.99977012,-0.02298753,0.99988727,-0.01127269,0.99944052,-0.05594839,1.00021597,0.02159717
12,1.00015040,0.01504028,1.00004890,0.00489009,0.99871930,-0.12807004,1.00024371,0.02437138
13,1.00021226,0.02122611,0.99988991,-0.01100934,0.99825948,-0.17405215,1.00039395,0.03939474
14,1.00004539,0.00453860,0.99987687,-0.01231296,0.99886441,-0.11355888,1.00068702,0.06870168
15,0.99969229,-0.03077105,0.99983088,-0.01691207,0.99948093,-0.05190671,1.00043242,0.04324221
16,0.99992245,-0.00775452,0.99980715,-0.01928474,0.99982385,-0.01761475,1.00042515,0.04251528
17,1.00001239,0.00123878,0.99989294,-0.01070648,0.99997949,-0.00205128,1.00052362,0.05236241
18,1.00005852,0.00585207,0.99983624,-0.01637640,1.00003192,0.00319177,1.00042640,0.04263992
19,0.99984185,-0.01581500,0.99973333,-0.02666677,1.00038683,0.03868267,1.00064259,0.06425892
20,0.99998963,-0.00103690,0.99961085,-0.03891473,1.00085243,0.08524285,1.00060184,0.06018405
21,0.99995869,-0.00413064,0.99985532,-0.01446818,1.00098390,0.09838976,1.00066267,0.06626739
22,0.99980789,-0.01921094,0.99987111,-0.01288892,1.00103700,0.10370030,1.00028545,0.02854507
23,0.99970197,-0.02980259,1.00002727,0.00272745,1.00116431,0.11643139,1.00002862,0.00286194
24,0.99957250,-0.04275023,0.99976788,-0.02321151,1.00104491,0.10449095,1.00000966,0.00096565
25,0.99959710,-0.04029036,0.99985625,-0.01437516,1.00048989,0.04898911,0.99999375,-0.00062467
26,0.99989266,-0.01073430,0.99958181,-0.04181941,1.00037754,0.03775371,0.99959848,-0.04015163
27,0.99995606,-0.00439391,0.99978219,-0.02178059,0.99995260,-0.00473988,0.99961556,-0.03844360
28,0.99986403,-0.01359700,0.99987733,-0.01226746,0.99983771,-0.01622868,0.99964649,-0.03535104
29,0.99994120,-0.00587993,0.99979350,-0.02065038,1.00043787,0.04378738,0.99978786,-0.02121422
30,0.99966002,-0.03399759,0.99998075,-0.00192507,1.00141357,0.14135683,0.99974445,-0.02555478
31,0.99959348,-0.04065248,0.99966395,-0.03360503,1.00150490,0.15048963,0.99955847,-0.04415331
32,0.99985399,-0.01460063,0.99996592,-0.00340789,1.00094995,0.09499483,0.99920427,-0.07957344
33,0.99968104,-0.03189591,0.99999547,-0.00045318,1.00052331,0.05233079,0.99913914,-0.08608617
34,0.99942574,-0.05742647,0.99980049,-0.01995112,1.00012462,0.01246198,0.99917924,-0.08207619
35,0.99946662,-0.05333783,0.99964764,-0.03523629,0.99967972,-0.03202777,0.99955461,-0.04453898
36,1.00005145,0.00514524,0.99996268,-0.00373225,0.99964205,-0.03579454,0.99988763,-0.01123661
37,1.00008359,0.00835918,1.00001528,0.00152816,0.99957408,-0.04259158,0.99997931,-0.00206900
38,1.00006732,0.00673168,1.00033612,0.03361206,0.99940211,-0.05978913,0.99986960,-0.01303994
39,1.00007555,0.00755485,1.00035740,0.03574003,0.99950741,-0.04925854,0.99976503,-0.02349728
40,0.99993014,-0.00698626,1.00069946,0.06994594,0.99960180,-0.03982044,0.99977364,-0.02263618
41,1.00009510,0.00950965,1.00024015,0.02401464,0.99938008,-0.06199181,0.99988483,-0.01151731
42,1.00018441,0.01844141,1.00023206,0.02320622,0.99960760,-0.03924013,0.99995006,-0.00499373
43,1.00041988,0.04198804,0.99988457,-0.01154341,1.00093644,0.09364409,0.99986447,-0.01355279
44,0.99996117,-0.00388312,0.99991997,-0.00800297,1.00244546,0.24454632,1.00006291,0.00629080
45,1.00045800,0.04580003,1.00019738,0.01973847,1.00322142,0.32214221,1.00014020,0.01402004
46,1.00025185,0.02518470,1.00034952,0.03495153,1.00232664,0.23266369,1.00007222,0.00722236
47,0.99990191,-0.00980917,1.00044978,0.04497819,1.00082029,0.08202856,0.99994104,-0.00589642
