phase,wheel0_factor,wheel0_tooth_error_pct_of_pitch,wheel1_factor,wheel1_tooth_error_pct_of_pitch,wheel2_factor,wheel2_tooth_error_pct_of_pitch,wheel3_factor,wheel3_tooth_error_pct_of_pitch
0,1.00120347,0.12034726,1.00210579,0.21057872,0.99804787,-0.19521303,0.99823240,-0.17675995
1,1.00106633,0.10663258,1.00218090,0.21809010,0.99854919,-0.14508057,0.99879246,-0.12075381
2,0.99989376,-0.01062363,1.00146024,0.14602357,0.99893805,-0.10619459,0.99907359,-0.09264061
3,0.99947209,-0.05279103,1.00206892,0.20689204,0.99967024,-0.03297629,0.99889772,-0.11022801
4,0.99926653,-0.07334679,1.00179465,0.17946500,1.00036214,0.03621364,0.99821912,-0.17808752
5,0.99956058,-0.04394214,1.00232911,0.23291108,1.00091486,0.09148598,0.99815192,-0.18480836
6,1.00012142,0.01214218,1.00144423,0.14442320,1.00111843,0.11184278,0.99873265,-0.12673500
7,1.00039483,0.03948317,1.00105150,0.10515020,1.00139650,0.13964955,0.99937086,-0.06291356
8,1.00043962,0.04396234,1.00070120,0.07012024,1.00149095,0.14909521,0.99951813,-0.04818739
9,1.00087064,0.08706397,0.99980667,-0.01933267,1.00229972,0.22997157,0.99956500,-0.04349980
10,1.00072906,0.07290621,1.00011445,0.01144510,1.00266077,0.26607667,0.99937355,-0.06264543
11,1.00029198,0.02919793,0.99979411,-0.02058901,1.00241892,0.24189213,0.99983180,-0.01682015
12,0.99972156,-0.02784433,1.00054402,0.05440196,1.00184443,0.18444302,0.99978037,-0.02196301
13,0.99955051,-0.04494858,0.99981088,-0.01891193,1.00155367,0.15536650,0.99996821,-0.00317893
14,0.99932150,-0.06784998,0.99957485,-0.04251518,1.00102093,0.10209257,1.00034033,0.03403342
15,0.99918673,-0.08132744,0.99923797,-0.07620277,1.00180741,0.18074097,1.00040420,0.04041991
16,0.99946048,-0.05395213,0.99856873,-0.14312656,1.00274713,0.27471290,1.00018654,0.01865392
17,0.99952930,-0.04706954,0.99893105,-0.10689545,1.00254505,0.25450521,1.00099741,0.09974142
18,0.99901662,-0.09833767,0.99857673,-0.14232686,1.00238264,0.23826424,1.00125764,0.12576443
19,0.99860005,-0.13999541,0.99949244,-0.05075611,1.00174227,0.17422670,1.00085814,0.08581376
20,0.99869512,-0.13048813,0.99907118,-0.09288209,1.00020087,0.02008666,1.00040873,0.04087267
21,0.99871846,-0.12815373,0.99878863,-0.12113726,0.99965726,-0.03427374,1.00020734,0.02073406
22,0.99862652,-0.13734822,0.99884894,-0.11510621,0.99961149,-0.03885061,1.00019754,0.01975377
23,0.99887036,-0.11296406,0.99846109,-0.15389133,0.99871326,-0.12867435,1.00038457,0.03845725
24,0.99902761,-0.09723851,0.99841455,-0.15854489,0.99960827,-0.03917251,1.00016913,0.01691315
25,0.99962996,-0.03700370,0.99783071,-0.21692914,1.00098859,0.09885906,0.99996544,-0.00345565
26,0.99995975,-0.00402548,0.99784101,-0.21589903,1.00079804,0.07980359,1.00045098,0.04509807
27,0.99961362,-0.03863787,0.99767446,-0.23255395,0.99977837,-0.02216345,1.00116856,0.11685634
28,0.99962444,-0.03755641,0.99925660,-0.07433970,0.99982950,-0.01704959,1.00175317,0.17531714
29,0.99995210,-0.00478977,0.99958441,-0.04155866,1.00146156,0.14615648,1.00181339,0.18133937
30,0.99991075,-0.00892467,0.99989454,-0.01054649,1.00451774,0.45177415,1.00165146,0.16514639
31,0.99996018,-0.00398183,0.99954460,-0.04553967,1.00579471,0.57947114,1.00143019,0.14301851
32,1.00035214,0.03521446,0.99930395,-0.06960506,1.00504934,0.50493411,1.00105694,0.10569429
33,1.00019732,0.01973185,0.99964510,-0.03548973,1.00236232,0.23623240,1.00089573,0.08957276
34,1.00009972,0.00997235,0.99941375,-0.05862485,0.99915500,-0.08449959,1.00202302,0.20230165
35,0.99989896,-0.01010398,0.99995117,-0.00488326,0.99557418,-0.44258222,1.00208076,0.20807638
36,0.99948825,-0.05117484,0.99956714,-0.04328563,0.99195542,-0.80445792,1.00028099,0.02809890
37,0.99975349,-0.02465148,0.99988941,-0.01105864,0.99094287,-0.90571267,1.00011524,0.01152366
38,1.00018539,0.01853924,0.99974984,-0.02501631,0.99379858,-0.62014235,1.00007418,0.00741767
39,1.00036641,0.03664101,1.00004339,0.00433919,0.99651411,-0.34858891,1.00024731,0.02473133
40,1.00045638,0.04563781,1.00007452,0.00745160,0.99820334,-0.17966552,1.00026220,0.02621978
41,1.00113464,0.11346354,1.00019386,0.01938563,0.99937197,-0.06280346,1.00021983,0.02198308
42,1.00165907,0.16590735,1.00031180,0.03118020,0.99971992,-0.02800773,0.99992555,-0.00744459
43,1.00168334,0.16833410,1.00018380,0.01837983,0.99983826,-0.01617370,0.99984883,-0.01511677
44,1.00136418,0.13641837,1.00113964,0.11396450,0.99940387,-0.05961324,0.99921441,-0.07855870
45,1.00239501,0.23950123,1.00231142,0.23114211,0.99882016,-0.11798410,0.99803516,-0.19648388
46,1.00087570,0.08757006,1.00116015,0.11601478,0.99748941,-0.25105900,0.99716455,-0.28354460
47,0.99980404,-0.01959570,1.00226189,0.22618937,0.99733042,-0.26695812,0.99740273,-0.25972738
