wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,113903,45.04305340,46.66239868,0.40127699,0.43159900,1.07787433,raw_reference
1,113916,45.00284330,46.62777033,0.41804777,0.46134777,1.06062501,raw_reference
2,113908,44.95871661,46.60425239,0.45592446,0.68484345,1.03788858,raw_reference
3,113911,44.91029004,46.54211339,0.38570403,0.39975560,0.88403474,raw_reference
0,113903,45.04305712,46.66525604,0.39507380,0.42016083,1.06806377,phase_corrected
1,113916,45.00282590,46.63217410,0.40562107,0.42567852,1.05398234,phase_corrected
2,113908,44.95863107,46.60270830,0.39602660,0.44089096,1.00970678,phase_corrected
3,113911,44.91030463,46.54214111,0.37234925,0.35972504,0.88283496,phase_corrected
0,113903,44.90984146,46.57109095,1.49067710,1.70849421,2.11726384,reference_compensation_on
1,113916,44.97900442,46.60563514,1.19938757,0.59876123,1.19305931,reference_compensation_on
2,113908,44.88611742,46.53384070,1.26313213,1.11148535,1.60704136,reference_compensation_on
3,113911,44.94215971,46.57523355,1.20573154,0.61647887,1.05396974,reference_compensation_on
0,113903,45.17472060,46.84190156,1.42327099,1.69647848,2.11593172,reference_plus_or_diagnostic
1,113916,45.02649067,46.64992655,1.12228626,0.60204747,1.17756341,reference_plus_or_diagnostic
2,113908,45.03076458,46.68736296,1.19319630,1.10556214,1.54352542,reference_plus_or_diagnostic
3,113911,44.87831551,46.51179459,1.12696076,0.62527084,1.06827425,reference_plus_or_diagnostic
