wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,282959,46.24411411,47.21785333,0.52646690,0.44638223,1.42683933,raw_reference
1,283289,46.15859422,47.15406841,0.53453032,0.47746488,1.54572657,raw_reference
2,282882,46.16407888,47.13708819,0.56457791,0.68190935,1.40828009,raw_reference
3,283113,46.08787643,47.06082829,0.51759302,0.40363702,1.40484601,raw_reference
0,282959,46.24411548,47.22129104,0.52629302,0.44666614,1.42471125,phase_corrected
1,283289,46.15859241,47.15564676,0.53442444,0.47692183,1.54651534,phase_corrected
2,282882,46.16408713,47.13873011,0.56201536,0.66693383,1.42130917,phase_corrected
3,283113,46.08787783,47.06156257,0.51696837,0.40477094,1.40802922,phase_corrected
0,282959,45.87058994,46.89504200,2.68580303,4.49857428,5.23006242,reference_compensation_on
1,283289,45.53834615,46.55866758,4.26397396,8.10727020,9.05893725,reference_compensation_on
2,282882,46.46992608,47.53075305,2.71337877,5.40088539,6.51284040,reference_compensation_on
3,283113,45.48874492,46.50904029,4.16470083,7.84756173,8.74427330,reference_compensation_on
0,282959,46.60783156,47.65620967,2.60130257,4.38470647,5.04750458,reference_plus_or_diagnostic
1,283289,46.75627773,47.80850763,4.07918881,7.67716282,8.57347253,reference_plus_or_diagnostic
2,282882,45.82864890,46.82933330,2.77000218,5.56089128,6.77407414,reference_plus_or_diagnostic
3,283113,46.66563097,47.70397008,3.99031799,7.45632496,8.31050280,reference_plus_or_diagnostic
