wheel,valid_points,mean_rad_s,median_rad_s,residual_std_pct,residual_p95_abs_pct,residual_p99_abs_pct,series
0,264003,75.78061769,84.29603103,3.56385259,0.30888687,1.15694961,raw_reference
1,216339,69.14661587,77.18142329,6.37010320,0.45850939,29.87123512,raw_reference
2,268667,75.99006563,84.29732354,3.95339506,0.52157906,2.49809894,raw_reference
3,223060,70.35815845,78.57124484,4.82236448,0.36137149,14.21072179,raw_reference
0,264003,75.78061443,84.29528275,3.56367669,0.30516979,1.16568523,phase_corrected
1,216339,69.14662245,77.17502673,6.36894496,0.46472242,29.88710200,phase_corrected
2,268667,75.99004662,84.30012472,3.95248956,0.50880381,2.51546623,phase_corrected
3,223060,70.35816104,78.57035274,4.82218189,0.35924276,14.22019225,phase_corrected
0,264003,75.79298954,84.32447535,3.58386902,0.38068523,1.20229075,reference_compensation_on
1,216339,69.19629091,77.22695805,6.37616903,0.68893076,30.10201293,reference_compensation_on
2,268667,76.00195777,84.31542280,3.96965533,0.68581652,2.64219939,reference_compensation_on
3,223060,70.40161502,78.61056585,4.87843877,0.60411696,14.31786260,reference_compensation_on
0,264003,75.76879550,84.26502274,3.57097503,0.38339412,1.21136718,reference_plus_or_diagnostic
1,216339,69.09642609,77.12079374,6.37243750,0.68237823,30.13631690,reference_plus_or_diagnostic
2,268667,75.97783845,84.28827682,3.96411084,0.68823200,2.53323878,reference_plus_or_diagnostic
3,223060,70.31693190,78.53981634,4.83043744,0.59967524,14.26709680,reference_plus_or_diagnostic
